Customer ID,Campaign ID,Ad group ID,Placement,Criterion ID,Ad group state,Max. CPM,Max. CPC,Cost,Avg. Cost,Impressions,Clicks,Conversions,Avg. CPC,Cost / conv.
3637290511,1747836658,68524903895,91post.net, --,enabled, --,4500000,0,0,312,0,0.00,0,0
3637290511,1747836658,68524903895,asahichinese-f.com, --,enabled, --,4500000,4391688,4391688,34,1,0.00,4391688,0
3637290511,1747836658,68524903895,nanai.tw, --,enabled, --,4500000,3282193,3282193,172,1,0.00,3282193,0
3637290511,1747836658,68524903895,ntdtv.com.tw, --,enabled, --,4500000,9771480,3257160,152,3,0.00,3257160,0
3637290511,1747836658,68524903895,getez.info, --,enabled, --,4500000,0,0,6,0,0.00,0,0
3637290511,1747836658,68524903895,9800.com.tw, --,enabled, --,4500000,0,0,452,0,0.00,0,0
3637290511,1747836658,68524903895,newtalk.tw, --,enabled, --,4500000,23932841,2991605,1918,8,0.00,2991605,0
3637290511,1747836658,68524903895,publicholidays.tw, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,orange01.online, --,enabled, --,4500000,0,0,11,0,0.00,0,0
3637290511,1747836658,68524903895,gojp.tw, --,enabled, --,4500000,0,0,17,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-com.quinner.pulitz, --,enabled, --,4500000,3338060,3338060,1,1,0.00,3338060,0
3637290511,1747836658,68524903895,kocpc.com.tw, --,enabled, --,4500000,0,0,19,0,0.00,0,0
3637290511,1747836658,68524903895,businessinsider.com, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,xklxsw.com, --,enabled, --,4500000,0,0,197,0,0.00,0,0
3637290511,1747836658,68524903895,nowlooker.com, --,enabled, --,4500000,0,0,27,0,0.00,0,0
3637290511,1747836658,68524903895,hulong.tw, --,enabled, --,4500000,0,0,6,0,0.00,0,0
3637290511,1747836658,68524903895,ek21.com, --,enabled, --,4500000,279468,279468,99,1,0.00,279468,0
3637290511,1747836658,68524903895,boo2k.com, --,enabled, --,4500000,0,0,140,0,0.00,0,0
3637290511,1747836658,68524903895,mimihan.tw, --,enabled, --,4500000,4021995,4021995,513,1,0.00,4021995,0
3637290511,1747836658,68524903895,mobileapp::2-com.appasia.chinapress, --,enabled, --,4500000,4092742,4092742,6,1,0.00,4092742,0
3637290511,1747836658,68524903895,lotto-8.com, --,enabled, --,4500000,0,0,145,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-com.candylegend.legend, --,enabled, --,4500000,4569012,2284506,5,2,0.00,2284506,0
3637290511,1747836658,68524903895,alltwcompany.com, --,enabled, --,4500000,4124066,4124066,1,1,0.00,4124066,0
3637290511,1747836658,68524903895,bc3ts.com, --,enabled, --,4500000,0,0,16,0,0.00,0,0
3637290511,1747836658,68524903895,happytw.net, --,enabled, --,4500000,0,0,11,0,0.00,0,0
3637290511,1747836658,68524903895,jumpman.tw, --,enabled, --,4500000,0,0,62,0,0.00,0,0
3637290511,1747836658,68524903895,egoldenyears.com, --,enabled, --,4500000,13467015,3366754,182,4,0.00,3366754,0
3637290511,1747836658,68524903895,gotw101.com, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,heho.com.tw, --,enabled, --,4500000,10921504,3640501,768,3,0.00,3640501,0
3637290511,1747836658,68524903895,cherry123.com, --,enabled, --,4500000,6875309,3437655,607,2,0.00,3437655,0
3637290511,1747836658,68524903895,mobileapp::2-com.diousk.railjourney_tw, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,read01.com, --,enabled, --,4500000,6383421,3191711,417,2,0.00,3191711,0
3637290511,1747836658,68524903895,yqxs.net, --,enabled, --,4500000,0,0,6,0,0.00,0,0
3637290511,1747836658,68524903895,live4d2u.com, --,enabled, --,4500000,0,0,6,0,0.00,0,0
3637290511,1747836658,68524903895,wuqingshui.com, --,enabled, --,4500000,0,0,11,0,0.00,0,0
3637290511,1747836658,68524903895,liviatravel.com, --,enabled, --,4500000,0,0,6,0,0.00,0,0
3637290511,1747836658,68524903895,taiwanlikes.com, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,nickrenew.com, --,enabled, --,4500000,0,0,11,0,0.00,0,0
3637290511,1747836658,68524903895,permio1.com, --,enabled, --,4500000,0,0,56,0,0.00,0,0
3637290511,1747836658,68524903895,myav.com.tw, --,enabled, --,4500000,0,0,111,0,0.00,0,0
3637290511,1747836658,68524903895,horo88.cc, --,enabled, --,4500000,25811361,3687337,2475,7,0.00,3687337,0
3637290511,1747836658,68524903895,turnnewsapp.com, --,enabled, --,4500000,3308757,3308757,1,1,0.00,3308757,0
3637290511,1747836658,68524903895,skyqzone.com, --,enabled, --,4500000,38305622,3192135,2768,12,2.00,3192135,19152811
3637290511,1747836658,68524903895,mobileapp::2-com.raptisoft.Chuzzle2, --,enabled, --,4500000,0,0,19,0,0.00,0,0
3637290511,1747836658,68524903895,alberthsieh.com, --,enabled, --,4500000,0,0,14,0,0.00,0,0
3637290511,1747836658,68524903895,play01ground.com, --,enabled, --,4500000,0,0,79,0,0.00,0,0
3637290511,1747836658,68524903895,mirrormedia.mg, --,enabled, --,4500000,11627257,3875752,1813,3,0.00,3875752,0
3637290511,1747836658,68524903895,lazyjapan.com, --,enabled, --,4500000,0,0,447,0,0.00,0,0
3637290511,1747836658,68524903895,novel101.com, --,enabled, --,4500000,45554753,3796229,11786,12,0.00,3796229,0
3637290511,1747836658,68524903895,mobileapp::2-nd.cutejelly.fruit.farmdeluxe, --,enabled, --,4500000,0,0,11,0,0.00,0,0
3637290511,1747836658,68524903895,funtime.com.tw, --,enabled, --,4500000,8495078,4247539,268,2,0.00,4247539,0
3637290511,1747836658,68524903895,fbs.one, --,enabled, --,4500000,20882632,2983233,3346,7,0.00,2983233,0
3637290511,1747836658,68524903895,cythia0805.com, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,quanben.io, --,enabled, --,4500000,7955260,3977630,2334,2,0.00,3977630,0
3637290511,1747836658,68524903895,zzzscore.com, --,enabled, --,4500000,0,0,59,0,0.00,0,0
3637290511,1747836658,68524903895,ichacha.net, --,enabled, --,4500000,3165458,3165458,20,1,0.00,3165458,0
3637290511,1747836658,68524903895,mobileapp::2-com.mobileguru.gardenfruitlegend.free, --,enabled, --,4500000,6524013,3262007,2,2,0.00,3262007,0
3637290511,1747836658,68524903895,cts.com.tw, --,enabled, --,4500000,6450785,3225393,43,2,0.00,3225393,0
3637290511,1747836658,68524903895,walkerplus.com, --,enabled, --,4500000,0,0,6,0,0.00,0,0
3637290511,1747836658,68524903895,cpbl.com.tw, --,enabled, --,4500000,0,0,203,0,0.00,0,0
3637290511,1747836658,68524903895,bldaily.com, --,enabled, --,4500000,3314147,3314147,512,1,0.00,3314147,0
3637290511,1747836658,68524903895,gwan.tw, --,enabled, --,4500000,0,0,20,0,0.00,0,0
3637290511,1747836658,68524903895,handler.travel, --,enabled, --,4500000,0,0,55,0,0.00,0,0
3637290511,1747836658,68524903895,pioneerwe.com, --,enabled, --,4500000,0,0,64,0,0.00,0,0
3637290511,1747836658,68524903895,beclass.com, --,enabled, --,4500000,11973853,3991284,1494,3,0.00,3991284,0
3637290511,1747836658,68524903895,stockcharts.com, --,enabled, --,4500000,0,0,10,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-bubble.shoot.bubbles.game.saga.world, --,enabled, --,4500000,0,0,132,0,0.00,0,0
3637290511,1747836658,68524903895,wkitty.tw, --,enabled, --,4500000,3588057,3588057,112,1,0.00,3588057,0
3637290511,1747836658,68524903895,taiwan10000.com, --,enabled, --,4500000,0,0,16,0,0.00,0,0
3637290511,1747836658,68524903895,taiwanrate.org, --,enabled, --,4500000,3426083,3426083,116,1,0.00,3426083,0
3637290511,1747836658,68524903895,mobileapp::2-com.skystar.twbus, --,enabled, --,4500000,0,0,36,0,0.00,0,0
3637290511,1747836658,68524903895,moneydj.com, --,enabled, --,4500000,0,0,582,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-bubble.shooter.shooting.shoot.game, --,enabled, --,4500000,3975041,1987521,177,2,0.00,1987521,0
3637290511,1747836658,68524903895,readthis.one, --,enabled, --,4500000,323184153,3231842,22656,100,0.00,3231842,0
3637290511,1747836658,68524903895,hssszn.com, --,enabled, --,4500000,0,0,60,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-com.tsumii.trainschedule, --,enabled, --,4500000,0,0,27,0,0.00,0,0
3637290511,1747836658,68524903895,holaquiz.com, --,enabled, --,4500000,0,0,6,0,0.00,0,0
3637290511,1747836658,68524903895,fnxsw.com, --,enabled, --,4500000,3676774,3676774,103,1,0.00,3676774,0
3637290511,1747836658,68524903895,fullfenblog.tw, --,enabled, --,4500000,6888175,3444088,1169,2,0.00,3444088,0
3637290511,1747836658,68524903895,mobileapp::2-com.udn.econdailyplus, --,enabled, --,4500000,3919792,3919792,46,1,0.00,3919792,0
3637290511,1747836658,68524903895,niotv.com, --,enabled, --,4500000,10620787,3540262,2135,3,0.00,3540262,0
3637290511,1747836658,68524903895,shrimplitw.com, --,enabled, --,4500000,0,0,8,0,0.00,0,0
3637290511,1747836658,68524903895,ezp93.com, --,enabled, --,4500000,52204798,3262800,2818,16,0.00,3262800,0
3637290511,1747836658,68524903895,17moveon.com, --,enabled, --,4500000,0,0,101,0,0.00,0,0
3637290511,1747836658,68524903895,94-tv.org, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,margaret.tw, --,enabled, --,4500000,0,0,87,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-cc.nexdoor.ct.activity, --,enabled, --,4500000,15633098,3126620,666,5,0.00,3126620,0
3637290511,1747836658,68524903895,nowreadeok.com, --,enabled, --,4500000,0,0,20,0,0.00,0,0
3637290511,1747836658,68524903895,reredispatch.com, --,enabled, --,4500000,0,0,21,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-com.mastercarryheat.straw, --,enabled, --,4500000,0,0,20,0,0.00,0,0
3637290511,1747836658,68524903895,imreadygo.com, --,enabled, --,4500000,0,0,97,0,0.00,0,0
3637290511,1747836658,68524903895,zwxiaoshuo.com, --,enabled, --,4500000,4117667,4117667,604,1,0.00,4117667,0
3637290511,1747836658,68524903895,mobileapp::2-com.goder.busquerysystemtao, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,cosmopolitan.com, --,enabled, --,4500000,0,0,8,0,0.00,0,0
3637290511,1747836658,68524903895,funtoday.news, --,enabled, --,4500000,0,0,106,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-tw.bluezz.m, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-com.flightradar24free, --,enabled, --,4500000,0,0,89,0,0.00,0,0
3637290511,1747836658,68524903895,dacota.tw, --,enabled, --,4500000,2840606,2840606,36,1,0.00,2840606,0
3637290511,1747836658,68524903895,deemgame.com, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,etnet.com.hk, --,enabled, --,4500000,0,0,143,0,0.00,0,0
3637290511,1747836658,68524903895,upevreydaycom.com, --,enabled, --,4500000,6499737,3249869,587,2,0.00,3249869,0
3637290511,1747836658,68524903895,jjwxc.net, --,enabled, --,4500000,0,0,9,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-tw.goodlife.a_gas, --,enabled, --,4500000,4183606,4183606,44,1,0.00,4183606,0
3637290511,1747836658,68524903895,beauty321.com, --,enabled, --,4500000,3997009,3997009,1,1,0.00,3997009,0
3637290511,1747836658,68524903895,2hyperlife.com, --,enabled, --,4500000,2666811,2666811,7,1,0.00,2666811,0
3637290511,1747836658,68524903895,babyonea.net, --,enabled, --,4500000,0,0,7,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::1-370132213, --,enabled, --,4500000,91461145,3048705,7872,30,0.00,3048705,0
3637290511,1747836658,68524903895,ltn.com.tw, --,enabled, --,4500000,45623527,3509502,8049,13,0.00,3509502,0
3637290511,1747836658,68524903895,xsw.tw, --,enabled, --,4500000,0,0,102,0,0.00,0,0
3637290511,1747836658,68524903895,freehoro.net, --,enabled, --,4500000,0,0,6,0,0.00,0,0
3637290511,1747836658,68524903895,tripplus.cc, --,enabled, --,4500000,0,0,17,0,0.00,0,0
3637290511,1747836658,68524903895,omgtw.com, --,enabled, --,4500000,2368500,2368500,20,1,0.00,2368500,0
3637290511,1747836658,68524903895,bring-you.info, --,enabled, --,4500000,0,0,168,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-com.linkdesks.iBubble, --,enabled, --,4500000,0,0,53,0,0.00,0,0
3637290511,1747836658,68524903895,aikanxi.org, --,enabled, --,4500000,0,0,13,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-com.mktaid.twnews2, --,enabled, --,4500000,0,0,11,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-rkh.aquarium, --,enabled, --,4500000,911063,911063,1,1,0.00,911063,0
3637290511,1747836658,68524903895,mobileapp::2-tw.skystar.tpbus, --,enabled, --,4500000,0,0,20,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-com.icegame.fruitlink, --,enabled, --,4500000,2759635,1379818,3,2,0.00,1379818,0
3637290511,1747836658,68524903895,findrate.tw, --,enabled, --,4500000,0,0,36,0,0.00,0,0
3637290511,1747836658,68524903895,pixfs.net, --,enabled, --,4500000,4489305,4489305,46,1,0.00,4489305,0
3637290511,1747836658,68524903895,mission-tw.com, --,enabled, --,4500000,7647057,3823529,125,2,0.00,3823529,0
3637290511,1747836658,68524903895,nicklee.tw, --,enabled, --,4500000,0,0,32,0,0.00,0,0
3637290511,1747836658,68524903895,yahoo.net, --,enabled, --,4500000,0,0,47,0,0.00,0,0
3637290511,1747836658,68524903895,foyuan.news, --,enabled, --,4500000,9407378,3135793,267,3,0.00,3135793,0
3637290511,1747836658,68524903895,mobileapp::2-com.mizSoftware.TaipeiBus, --,enabled, --,4500000,0,0,16,0,0.00,0,0
3637290511,1747836658,68524903895,buzzlife.info, --,enabled, --,4500000,0,0,108,0,0.00,0,0
3637290511,1747836658,68524903895,cna.com.tw, --,enabled, --,4500000,10122424,3374141,2266,3,0.00,3374141,0
3637290511,1747836658,68524903895,tisshuang.tw, --,enabled, --,4500000,3454488,3454488,91,1,0.00,3454488,0
3637290511,1747836658,68524903895,aqicn.org, --,enabled, --,4500000,0,0,38,0,0.00,0,0
3637290511,1747836658,68524903895,ifoodie.tw, --,enabled, --,4500000,0,0,94,0,0.00,0,0
3637290511,1747836658,68524903895,lookit.tw, --,enabled, --,4500000,0,0,172,0,0.00,0,0
3637290511,1747836658,68524903895,topnews8.com, --,enabled, --,4500000,0,0,6,0,0.00,0,0
3637290511,1747836658,68524903895,sunflyday.com, --,enabled, --,4500000,9929525,2482381,914,4,0.00,2482381,0
3637290511,1747836658,68524903895,tainanlohas.cc, --,enabled, --,4500000,0,0,27,0,0.00,0,0
3637290511,1747836658,68524903895,dcview.com, --,enabled, --,4500000,0,0,7,0,0.00,0,0
3637290511,1747836658,68524903895,flyblog.cc, --,enabled, --,4500000,0,0,11,0,0.00,0,0
3637290511,1747836658,68524903895,businessweekly.com.tw, --,enabled, --,4500000,0,0,245,0,0.00,0,0
3637290511,1747836658,68524903895,nextmag.com.tw, --,enabled, --,4500000,0,0,9,0,0.00,0,0
3637290511,1747836658,68524903895,niusnews.com, --,enabled, --,4500000,0,0,7,0,0.00,0,0
3637290511,1747836658,68524903895,match.net.tw, --,enabled, --,4500000,0,0,23,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-com.mavis.slidey, --,enabled, --,4500000,3560796,3560796,1,1,0.00,3560796,0
3637290511,1747836658,68524903895,isay.tw, --,enabled, --,4500000,0,0,94,0,0.00,0,0
3637290511,1747836658,68524903895,kpopn.com, --,enabled, --,4500000,0,0,11,0,0.00,0,0
3637290511,1747836658,68524903895,koreastardaily.com, --,enabled, --,4500000,0,0,500,0,0.00,0,0
3637290511,1747836658,68524903895,lovemoney.tw, --,enabled, --,4500000,4025662,4025662,3,1,0.00,4025662,0
3637290511,1747836658,68524903895,skyscanner.com.tw, --,enabled, --,4500000,0,0,14,0,0.00,0,0
3637290511,1747836658,68524903895,mingpao.com, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,ettoday.net, --,enabled, --,4500000,35912576,3591258,5776,10,0.00,3591258,0
3637290511,1747836658,68524903895,ptwxz.com, --,enabled, --,4500000,2792743,2792743,529,1,0.00,2792743,0
3637290511,1747836658,68524903895,micelle0926.com, --,enabled, --,4500000,0,0,230,0,0.00,0,0
3637290511,1747836658,68524903895,dramaqueen.com.tw, --,enabled, --,4500000,0,0,10,0,0.00,0,0
3637290511,1747836658,68524903895,suni.tw, --,enabled, --,4500000,0,0,10,0,0.00,0,0
3637290511,1747836658,68524903895,money-link.com.tw, --,enabled, --,4500000,0,0,13,0,0.00,0,0
3637290511,1747836658,68524903895,newsreadco.com, --,enabled, --,4500000,0,0,24,0,0.00,0,0
3637290511,1747836658,68524903895,team.surf, --,enabled, --,4500000,0,0,31,0,0.00,0,0
3637290511,1747836658,68524903895,dcfever.com, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-com.sceneway.kankan, --,enabled, --,4500000,0,0,21,0,0.00,0,0
3637290511,1747836658,68524903895,windko.tw, --,enabled, --,4500000,0,0,12,0,0.00,0,0
3637290511,1747836658,68524903895,tuugo.tw, --,enabled, --,4500000,3951020,3951020,1,1,0.00,3951020,0
3637290511,1747836658,68524903895,mobileapp::2-com.linkdesks.bubbleshell, --,enabled, --,4500000,3645620,3645620,2,1,0.00,3645620,0
3637290511,1747836658,68524903895,tenki.jp, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,cw.com.tw, --,enabled, --,4500000,0,0,1640,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-com.udn.news, --,enabled, --,4500000,15927836,3981959,2916,4,0.00,3981959,0
3637290511,1747836658,68524903895,fingerdaily.com, --,enabled, --,4500000,0,0,30,0,0.00,0,0
3637290511,1747836658,68524903895,pcdvd.com.tw, --,enabled, --,4500000,0,0,13,0,0.00,0,0
3637290511,1747836658,68524903895,fortuneinsight.com, --,enabled, --,4500000,0,0,9,0,0.00,0,0
3637290511,1747836658,68524903895,commonhealth.com.tw, --,enabled, --,4500000,0,0,761,0,0.00,0,0
3637290511,1747836658,68524903895,atmovies.com.tw, --,enabled, --,4500000,24107268,3013409,6083,8,0.00,3013409,0
3637290511,1747836658,68524903895,lillianblog.com, --,enabled, --,4500000,0,0,40,0,0.00,0,0
3637290511,1747836658,68524903895,nihenjichea.com, --,enabled, --,4500000,2705928,2705928,115,1,0.00,2705928,0
3637290511,1747836658,68524903895,cdns.com.tw, --,enabled, --,4500000,0,0,14,0,0.00,0,0
3637290511,1747836658,68524903895,starword.com.tw, --,enabled, --,4500000,3762910,3762910,6,1,0.00,3762910,0
3637290511,1747836658,68524903895,tiffany0118.com, --,enabled, --,4500000,0,0,112,0,0.00,0,0
3637290511,1747836658,68524903895,live.com, --,enabled, --,4500000,0,0,31,0,0.00,0,0
3637290511,1747836658,68524903895,happypropies.com, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,techbang.com, --,enabled, --,4500000,4452885,4452885,1,1,0.00,4452885,0
3637290511,1747836658,68524903895,xbiquge.cc, --,enabled, --,4500000,0,0,22,0,0.00,0,0
3637290511,1747836658,68524903895,elle.com, --,enabled, --,4500000,34507253,3137023,1163,11,0.00,3137023,0
3637290511,1747836658,68524903895,ldkrsi.men, --,enabled, --,4500000,0,0,6,0,0.00,0,0
3637290511,1747836658,68524903895,bloomberg.com, --,enabled, --,4500000,3033622,3033622,1,1,0.00,3033622,0
3637290511,1747836658,68524903895,mobile01.com, --,enabled, --,4500000,8525694,4262847,1074,2,0.00,4262847,0
3637290511,1747836658,68524903895,eatmary.net, --,enabled, --,4500000,0,0,34,0,0.00,0,0
3637290511,1747836658,68524903895,trilinq.life, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,tenjo.tw, --,enabled, --,4500000,2221086,2221086,306,1,0.00,2221086,0
3637290511,1747836658,68524903895,mingzw.net, --,enabled, --,4500000,25168620,3595517,4595,7,0.00,3595517,0
3637290511,1747836658,68524903895,healthdaily.tw, --,enabled, --,4500000,63679375,3537743,3984,18,1.00,3537743,63679375
3637290511,1747836658,68524903895,coffeearticle.com, --,enabled, --,4500000,3679553,3679553,3,1,0.00,3679553,0
3637290511,1747836658,68524903895,cheers.com.tw, --,enabled, --,4500000,0,0,75,0,0.00,0,0
3637290511,1747836658,68524903895,17readthis.com, --,enabled, --,4500000,4150602,4150602,23,1,0.00,4150602,0
3637290511,1747836658,68524903895,setn.com, --,enabled, --,4500000,32541946,2958359,6751,11,2.00,2958359,16270973
3637290511,1747836658,68524903895,pilio.idv.tw, --,enabled, --,4500000,0,0,42,0,0.00,0,0
3637290511,1747836658,68524903895,cnyes.com, --,enabled, --,4500000,21635093,3605849,2611,6,0.00,3605849,0
3637290511,1747836658,68524903895,healthreaoo.com, --,enabled, --,4500000,2897182,2897182,3,1,0.00,2897182,0
3637290511,1747836658,68524903895,homedishesso.com, --,enabled, --,4500000,0,0,75,0,0.00,0,0
3637290511,1747836658,68524903895,ipetgroup.com, --,enabled, --,4500000,6850531,3425266,9,2,0.00,3425266,0
3637290511,1747836658,68524903895,mobileapp::2-com.linkdeskstudio.popcat, --,enabled, --,4500000,0,0,24,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-onet.animal.classic, --,enabled, --,4500000,3895683,3895683,1,1,0.00,3895683,0
3637290511,1747836658,68524903895,123temple.com, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-com.d5tv.fromwebsite, --,enabled, --,4500000,3108359,3108359,3,1,0.00,3108359,0
3637290511,1747836658,68524903895,wesane.com, --,enabled, --,4500000,0,0,6,0,0.00,0,0
3637290511,1747836658,68524903895,time.com, --,enabled, --,4500000,0,0,16,0,0.00,0,0
3637290511,1747836658,68524903895,keketravel.cc, --,enabled, --,4500000,0,0,301,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::2-com.nextmediatw, --,enabled, --,4500000,4375536,4375536,389,1,0.00,4375536,0
3637290511,1747836658,68524903895,uwants.com, --,enabled, --,4500000,0,0,15,0,0.00,0,0
3637290511,1747836658,68524903895,goldlegend.com, --,enabled, --,4500000,0,0,42,0,0.00,0,0
3637290511,1747836658,68524903895,nurseilife.cc, --,enabled, --,4500000,0,0,58,0,0.00,0,0
3637290511,1747836658,68524903895,mobileapp::1-410176673, --,enabled, --,4500000,62572073,3910755,1459,16,0.00,3910755,0
3637290511,1747836658,68524903895,mobileapp::2-game.bubble.shooter.dragon.pop, --,enabled, --,4500000,2443170,1221585,96,2,0.00,1221585,0
3637290511,1747836658,68524903895,dramas.biz, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,changepw.com, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,candicecity.com, --,enabled, --,4500000,0,0,239,0,0.00,0,0
3637290511,1747836658,68524903895,alina00.com, --,enabled, --,4500000,0,0,7,0,0.00,0,0
3637290511,1747836658,68524903895,mecocute.com, --,enabled, --,4500000,0,0,7,0,0.00,0,0
3637290511,1747836658,68524903895,coco01.today, --,enabled, --,4500000,2821332,2821332,99,1,0.00,2821332,0
3637290511,1747836658,68524903895,auntie.tw, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,hket.com, --,enabled, --,4500000,0,0,25,0,0.00,0,0
3637290511,1747836658,68524903895,womanmake.com, --,enabled, --,4500000,0,0,18,0,0.00,0,0
3637290511,1747836658,68524903895,harpersbazaar.com, --,enabled, --,4500000,0,0,20,0,0.00,0,0
3637290511,1747836658,68524903895,goez3.com, --,enabled, --,4500000,34630833,3847870,1200,9,0.00,3847870,0
3637290511,1747836658,68524903895,anniekoko.com, --,enabled, --,4500000,0,0,5,0,0.00,0,0
3637290511,1747836658,68524903895,ikachalife.com, --,enabled, --,4500000,0,0,9,0,0.00,0,0
3637290511,1747836658,68524903895,hapropeesy.com, --,enabled, --,4500000,0,0,49,0,0.00,0,0
3637290511,1747836658,68524903895,travelguide-en.org, --,enabled, --,4500000,0,0,34,0,0.00,0,0
3637290511,1747836658,68524903895,pixpo.net, --,enabled, --,4500000,0,0,16,0,0.00,0,0
3637290511,1747836658,68524903895,look543.com, --,enabled, --,4500000,18801199,2685886,2027,7,0.00,2685886,0
3637290511,1747836658,68524903895,dramaq.de, --,enabled, --,4500000,10295227,3431742,945,3,0.00,3431742,0
3637290511,1747836658,68524903895,qb5.io, --,enabled, --,4500000,0,0,15,0,0.00,0,0
3637290511,1747836658,68524903895,aikolife.com, --,enabled, --,4500000,0,0,37,0,0.00,0,0
3637290511,1747836658,68524903895,mable.tw, --,enabled, --,4500000,0,0,191,0,0.00,0,0
3637290511,1747836658,68524903895,lillian.tw, --,enabled, --,4500000,0,0,23,0,0.00,0,0
