actor_name,event_time,new_bid,new_budget,new_value,object_id,old_bid,old_budget,old_value
Eric Huang,2018-11-22 11:00:08,,3653,,23843052139510246,,2769,
Eric Huang,2018-11-22 11:00:06,,4448,,23843052139450246,,3663,
Eric Huang,2018-11-22 10:50:07,,3663,,23843052139450246,,2878,
Eric Huang,2018-11-22 10:50:07,,2769,,23843052139510246,,1885,
Eric Huang,2018-11-22 10:40:07,,1885,,23843052139510246,,1001,
Eric Huang,2018-11-22 10:40:07,,2878,,23843052139450246,,2093,
Eric Huang,2018-11-22 10:30:11,,2093,,23843052139450246,,1308,
Eric Huang,2018-11-22 10:23:04,,,Inactive,23843052139470246,,,Active
Eric Huang,2018-11-22 10:20:10,,1003,,23843052139530246,,2110,
Eric Huang,2018-11-22 10:20:09,,1001,,23843052139510246,,1598,
Eric Huang,2018-11-22 10:20:08,,1308,,23843052139450246,,1817,
Eric Huang,2018-11-22 09:10:08,,1170,,23843052139570246,,3207,
Eric Huang,2018-11-22 09:10:08,,1598,,23843052139510246,,2897,
Eric Huang,2018-11-22 09:10:07,,2110,,23843052139530246,,2817,
Eric Huang,2018-11-22 09:10:07,,1817,,23843052139450246,,3266,
Eric Huang,2018-11-22 08:40:06,,2897,,23843052139510246,,1797,
Eric Huang,2018-11-22 08:40:06,,3266,,23843052139450246,,2180,
Eric Huang,2018-11-22 08:40:08,,3207,,23843052139570246,,2026,
Eric Huang,2018-11-22 08:40:07,,2817,,23843052139530246,,1742,
Eric Huang,2018-11-22 08:40:08,11,,,23843052139560246,6,,
Eric Huang,2018-11-22 08:40:06,11,,,23843052139510246,6,,
Eric Huang,2018-11-22 08:40:07,11,,,23843052139530246,6,,
Eric Huang,2018-11-22 08:40:06,11,,,23843052139450246,6,,
Eric Huang,2018-11-22 08:40:08,11,,,23843052139570246,6,,
Eric Huang,2018-11-22 08:10:10,,2180,,23843052139450246,,1331,
Eric Huang,2018-11-22 08:10:09,,1797,,23843052139510246,,890,
Eric Huang,2018-11-22 08:10:09,,2026,,23843052139570246,,964,
Eric Huang,2018-11-22 08:10:08,,1742,,23843052139530246,,890,
Eric Huang,2018-11-22 07:10:09,,890,,23843052139510246,,914,
Eric Huang,2018-11-22 07:10:09,,890,,23843052139530246,,727,
Eric Huang,2018-11-22 07:10:11,,964,,23843052139570246,,935,
Eric Huang,2018-11-22 07:10:11,,1331,,23843052139450246,,1199,
Eric Huang,2018-11-22 07:00:06,,10000,,23843052139560246,,9695,
Eric Huang,2018-11-22 06:50:09,,9695,,23843052139560246,,8696,
Eric Huang,2018-11-22 06:30:08,,8696,,23843052139560246,,7697,
Eric Huang,2018-11-22 06:20:09,,7697,,23843052139560246,,6698,
Eric Huang,2018-11-22 06:10:09,,1199,,23843052139450246,,827,
Eric Huang,2018-11-22 06:10:08,,935,,23843052139570246,,647,
Eric Huang,2018-11-22 06:10:08,,914,,23843052139510246,,544,
Eric Huang,2018-11-22 06:10:08,,727,,23843052139530246,,423,
Eric Huang,2018-11-22 06:00:08,,6698,,23843052139560246,,6401,
Eric Huang,2018-11-22 05:50:08,,6401,,23843052139560246,,6104,
Eric Huang,2018-11-22 05:30:06,,6104,,23843052139560246,,5807,
Eric Huang,2018-11-22 05:20:05,,5807,,23843052139560246,,5510,
Eric Huang,2018-11-22 05:10:10,,544,,23843052139510246,,798,
Eric Huang,2018-11-22 05:10:10,,423,,23843052139530246,,792,
Eric Huang,2018-11-22 05:10:10,,647,,23843052139570246,,947,
Eric Huang,2018-11-22 05:10:12,,827,,23843052139450246,,1322,
Eric Huang,2018-11-22 05:00:12,,5510,,23843052139560246,,4806,
Eric Huang,2018-11-22 04:50:08,,4806,,23843052139560246,,4102,
Eric Huang,2018-11-22 04:30:07,,4102,,23843052139560246,,3398,
Eric Huang,2018-11-22 04:20:07,,3398,,23843052139560246,,2694,
Eric Huang,2018-11-22 04:10:08,,1322,,23843052139450246,,855,
Eric Huang,2018-11-22 04:10:08,,798,,23843052139510246,,427,
Eric Huang,2018-11-22 04:10:07,,947,,23843052139570246,,524,
Eric Huang,2018-11-22 04:10:07,,792,,23843052139530246,,405,
Eric Huang,2018-11-22 04:10:07,,2694,,23843052139560246,,1990,
Eric Huang,2018-11-22 04:00:08,,1990,,23843052139560246,,1686,
Eric Huang,2018-11-22 03:50:06,,1686,,23843052139560246,,1382,
Eric Huang,2018-11-22 03:40:07,,1382,,23843052139560246,,1078,
Eric Huang,2018-11-22 03:30:09,,1078,,23843052139560246,,774,
Eric Huang,2018-11-22 03:20:07,,774,,23843052139560246,,470,
Eric Huang,2018-11-22 03:10:09,,855,,23843052139450246,,1146,
Eric Huang,2018-11-22 03:10:08,,524,,23843052139570246,,825,
Eric Huang,2018-11-22 03:10:08,,470,,23843052139560246,,166,
Eric Huang,2018-11-22 03:10:08,,427,,23843052139510246,,751,
Eric Huang,2018-11-22 03:10:07,,405,,23843052139530246,,701,
Eric Huang,2018-11-22 03:10:08,6,,,23843052139560246,5,,
Eric Huang,2018-11-22 02:10:08,,1146,,23843052139450246,,806,
Eric Huang,2018-11-22 02:10:08,,825,,23843052139570246,,511,
Eric Huang,2018-11-22 02:10:08,,751,,23843052139510246,,389,
Eric Huang,2018-11-22 02:10:07,,701,,23843052139530246,,380,
Eric Huang,2018-11-22 01:10:08,,806,,23843052139450246,,766,
Eric Huang,2018-11-22 01:10:08,,511,,23843052139570246,,589,
Eric Huang,2018-11-22 01:10:07,,389,,23843052139510246,,489,
Eric Huang,2018-11-22 01:10:07,,380,,23843052139530246,,402,
Eric Huang,2018-11-22 00:10:08,,402,,23843052139530246,,399,
Eric Huang,2018-11-22 00:10:08,,489,,23843052139510246,,525,
Eric Huang,2018-11-22 00:10:09,,589,,23843052139570246,,691,
Eric Huang,2018-11-22 00:10:10,,766,,23843052139450246,,881,
Eric Huang,2018-11-21 23:10:08,,881,,23843052139450246,,709,
Eric Huang,2018-11-21 23:10:08,,691,,23843052139570246,,405,
Eric Huang,2018-11-21 23:10:07,,525,,23843052139510246,,312,
Eric Huang,2018-11-21 23:10:05,,399,,23843052139530246,,299,
Eric Huang,2018-11-21 22:10:10,,709,,23843052139450246,,663,
Eric Huang,2018-11-21 22:10:08,,299,,23843052139530246,,235,
Eric Huang,2018-11-21 22:10:08,,405,,23843052139570246,,357,
Eric Huang,2018-11-21 22:10:08,,312,,23843052139510246,,258,
Eric Huang,2018-11-21 21:10:11,,663,,23843052139450246,,641,
Eric Huang,2018-11-21 21:10:09,,258,,23843052139510246,,236,
Eric Huang,2018-11-21 21:10:09,,357,,23843052139570246,,333,
Eric Huang,2018-11-21 21:10:08,,235,,23843052139530246,,207,
Eric Huang,2018-11-21 20:10:06,,207,,23843052139530246,,208,
Eric Huang,2018-11-21 20:10:07,,236,,23843052139510246,,230,
Eric Huang,2018-11-21 20:10:06,,333,,23843052139570246,,331,
Eric Huang,2018-11-21 20:10:07,,641,,23843052139450246,,634,
Eric Huang,2018-11-21 19:10:11,,331,,23843052139570246,,222,
Eric Huang,2018-11-21 19:10:10,,634,,23843052139450246,,523,
Eric Huang,2018-11-21 19:10:10,,230,,23843052139510246,,764,
Eric Huang,2018-11-21 19:10:09,,208,,23843052139530246,,818,
Eric Huang,2018-11-21 19:10:11,6,,,23843052139570246,8,,
Eric Huang,2018-11-21 16:05:05,,,Active,23843052139470246,,,Inactive
Facebook,2018-11-21 16:00:25,,,Active,23842866254190246,,,Inactive
Eric Huang,2018-11-21 15:10:11,,764,,23843052139510246,,656,
Eric Huang,2018-11-21 15:10:09,,818,,23843052139530246,,637,
Eric Huang,2018-11-21 15:10:12,6,,,23843052139450246,5,,
Eric Huang,2018-11-21 14:10:12,,637,,23843052139530246,,2128,
Eric Huang,2018-11-21 14:10:14,,656,,23843052139510246,,2161,
Eric Huang,2018-11-21 14:10:17,5,,,23843052139450246,2,,
Eric Huang,2018-11-21 13:10:10,,2161,,23843052139510246,,117,
Eric Huang,2018-11-21 13:10:09,,2128,,23843052139530246,,100,
Eric Huang,2018-11-21 13:10:10,2,,,23843052139450246,11,,
Eric Huang,2018-11-21 13:10:10,6,,,23843052139510246,4,,
Eric Huang,2018-11-21 13:10:09,6,,,23843052139530246,2,,
Facebook,2018-11-21 12:01:41,,,Inactive,23842866254190246,,,Active
Eric Huang,2018-11-21 10:10:08,,523,,23843052139450246,,5881,
Eric Huang,2018-11-21 10:10:08,11,,,23843052139450246,12,,
Eric Huang,2018-11-21 03:02:04,,,Inactive,23843052139470246,,,Active
Doudou Tsai,2018-11-21 02:27:46,,100,,23842866254350246,,300,
Doudou Tsai,2018-11-21 02:27:43,,100,,23842974131840246,,200,
Facebook,2018-11-20 16:30:45,,,Active,23842866254190246,,,Inactive
Eric Huang,2018-11-20 16:05:05,,,Active,23843052139470246,,,Inactive
Facebook,2018-11-20 06:30:12,,,Inactive,23842866254190246,,,Active
Eric Huang,2018-11-20 00:24:05,,,Inactive,23843052139470246,,,Active
Eric Huang,2018-11-19 16:05:04,,,Active,23843052139470246,,,Inactive
Facebook,2018-11-19 16:01:15,,,Active,23842866254190246,,,Inactive
Facebook,2018-11-19 06:02:13,,,Inactive,23842866254190246,,,Active
Eric Huang,2018-11-18 22:50:05,,,Inactive,23843052139470246,,,Active
Eric Huang,2018-11-18 16:05:04,,,Active,23843052139470246,,,Inactive
Facebook,2018-11-18 16:01:22,,,Active,23842866254190246,,,Inactive
Facebook,2018-11-18 07:00:19,,,Inactive,23842866254190246,,,Active
Eric Huang,2018-11-18 00:50:04,,,Inactive,23843052139470246,,,Active
Eric Huang,2018-11-17 16:05:05,,,Active,23843052139470246,,,Inactive
Facebook,2018-11-17 16:01:12,,,Active,23842866254190246,,,Inactive
Facebook,2018-11-17 06:00:28,,,Inactive,23842866254190246,,,Active
Eric Huang,2018-11-17 02:09:04,,,Inactive,23843052139470246,,,Active
Eric Huang,2018-11-16 16:05:03,,,Active,23843052139470246,,,Inactive
Facebook,2018-11-16 16:00:30,,,Active,23842866254190246,,,Inactive
Eric Huang,2018-11-16 11:34:04,,,Inactive,23843052139470246,,,Active
Eric Huang,2018-11-16 10:50:08,,222,,23843052139570246,,221,
Eric Huang,2018-11-16 10:40:06,,221,,23843052139570246,,10000,
Eric Huang,2018-11-16 10:40:05,,5881,,23843052139450246,,3954,
Eric Huang,2018-11-16 10:40:06,8,,,23843052139570246,12,,
Eric Huang,2018-11-16 10:30:07,,3954,,23843052139450246,,2027,
Eric Huang,2018-11-16 10:10:12,,117,,23843052139510246,,10000,
Eric Huang,2018-11-16 10:10:10,,166,,23843052139560246,,10000,
Eric Huang,2018-11-16 10:10:09,,2027,,23843052139450246,,100,
Eric Huang,2018-11-16 10:10:12,4,,,23843052139510246,8,,
Eric Huang,2018-11-16 10:10:10,5,,,23843052139560246,8,,
Eric Huang,2018-11-16 10:10:10,12,,,23843052139570246,5,,
Eric Huang,2018-11-16 10:10:09,12,,,23843052139450246,2,,
Eric Huang,2018-11-16 09:30:06,8,,,23843052139510246,9,,
Eric Huang,2018-11-16 09:10:08,10,,,23843052139550246,11,,
Eric Huang,2018-11-16 09:00:08,11,,,23843052139550246,12,,
Eric Huang,2018-11-16 08:30:09,8,,,23843052139560246,9,,
Eric Huang,2018-11-16 08:20:07,,100,,23843052139530246,,10000,
Eric Huang,2018-11-16 08:20:08,9,,,23843052139510246,10,,
Eric Huang,2018-11-16 08:20:07,2,,,23843052139530246,9,,
Eric Huang,2018-11-16 08:10:09,2,,,23843052139450246,5,,
Eric Huang,2018-11-16 08:00:08,9,,,23843052139530246,10,,
Eric Huang,2018-11-16 07:50:08,9,,,23843052139560246,10,,
Eric Huang,2018-11-16 07:40:06,10,,,23843052139510246,11,,
Eric Huang,2018-11-16 07:40:04,10,,,23843052139530246,12,,
Eric Huang,2018-11-16 07:30:08,11,,,23843052139510246,12,,
Eric Huang,2018-11-16 07:30:07,10,,,23843052139560246,11,,
Eric Huang,2018-11-16 07:10:08,5,,,23843052139450246,3,,
Eric Huang,2018-11-16 07:10:08,11,,,23843052139560246,12,,
Facebook,2018-11-16 06:30:23,,,Inactive,23842866254190246,,,Active
Eric Huang,2018-11-16 06:10:09,3,,,23843052139450246,5,,
Eric Huang,2018-11-16 05:30:08,,10000,,23843052139510246,,35668,
Eric Huang,2018-11-16 05:20:07,,10000,,23843052139560246,,28527,
Eric Huang,2018-11-16 05:20:08,,10000,,23843052139550246,,10295,
Eric Huang,2018-11-16 05:20:08,,10000,,23843052139530246,,32999,
Eric Huang,2018-11-16 05:10:08,,28527,,23843052139560246,,27778,
Eric Huang,2018-11-16 05:10:08,,32999,,23843052139530246,,32328,
Eric Huang,2018-11-16 05:10:08,,35668,,23843052139510246,,35172,
Eric Huang,2018-11-16 05:10:09,5,,,23843052139450246,3,,
Eric Huang,2018-11-16 05:00:07,,10295,,23843052139550246,,9223,
Eric Huang,2018-11-16 04:50:10,,35172,,23843052139510246,,33374,
Eric Huang,2018-11-16 04:50:10,,9223,,23843052139550246,,8151,
Eric Huang,2018-11-16 04:50:09,,27778,,23843052139560246,,26659,
Eric Huang,2018-11-16 04:50:08,,32328,,23843052139530246,,30571,
Eric Huang,2018-11-16 04:40:06,,33374,,23843052139510246,,31576,
Eric Huang,2018-11-16 04:40:06,,100,,23843052139450246,,10000,
Eric Huang,2018-11-16 04:40:06,,26659,,23843052139560246,,25540,
Eric Huang,2018-11-16 04:30:10,,31576,,23843052139510246,,29778,
Eric Huang,2018-11-16 04:30:11,,30571,,23843052139530246,,28814,
Eric Huang,2018-11-16 04:30:10,,8151,,23843052139550246,,7079,
Eric Huang,2018-11-16 04:20:06,,28814,,23843052139530246,,27057,
Eric Huang,2018-11-16 04:20:05,,25540,,23843052139560246,,24421,
Eric Huang,2018-11-16 04:20:05,,7079,,23843052139550246,,6007,
Eric Huang,2018-11-16 04:10:09,,27057,,23843052139530246,,25300,
Eric Huang,2018-11-16 04:10:09,,29778,,23843052139510246,,27980,
Eric Huang,2018-11-16 04:10:07,,24421,,23843052139560246,,23302,
Eric Huang,2018-11-16 04:10:10,3,,,23843052139450246,7,,
Eric Huang,2018-11-16 04:00:05,,6007,,23843052139550246,,5284,
Eric Huang,2018-11-16 04:00:05,,27980,,23843052139510246,,27352,
Eric Huang,2018-11-16 03:50:07,,25300,,23843052139530246,,24718,
Eric Huang,2018-11-16 03:50:07,,23302,,23843052139560246,,22704,
Eric Huang,2018-11-16 03:50:07,,5284,,23843052139550246,,4561,
Eric Huang,2018-11-16 03:40:07,,24718,,23843052139530246,,24136,
Eric Huang,2018-11-16 03:40:07,,27352,,23843052139510246,,26724,
Eric Huang,2018-11-16 03:40:07,,22704,,23843052139560246,,22106,
Eric Huang,2018-11-16 03:30:07,,26724,,23843052139510246,,26096,
Eric Huang,2018-11-16 03:30:06,,4561,,23843052139550246,,3838,
Eric Huang,2018-11-16 03:20:08,,24136,,23843052139530246,,23554,
Eric Huang,2018-11-16 03:20:08,,3838,,23843052139550246,,3115,
Eric Huang,2018-11-16 03:20:08,,22106,,23843052139560246,,21508,
Eric Huang,2018-11-16 03:10:08,,26096,,23843052139510246,,25468,
Eric Huang,2018-11-16 03:10:08,,21508,,23843052139560246,,20910,
Eric Huang,2018-11-16 03:10:08,,23554,,23843052139530246,,22972,
Eric Huang,2018-11-16 03:10:09,7,,,23843052139450246,3,,
Eric Huang,2018-11-16 03:00:06,,25468,,23843052139510246,,24233,
Eric Huang,2018-11-16 03:00:05,,3115,,23843052139550246,,2437,
Eric Huang,2018-11-16 02:50:19,,2437,,23843052139550246,,1759,
Eric Huang,2018-11-16 02:50:10,,22972,,23843052139530246,,22124,
Eric Huang,2018-11-16 02:50:09,,20910,,23843052139560246,,19935,
Eric Huang,2018-11-16 02:40:08,,22124,,23843052139530246,,21276,
Eric Huang,2018-11-16 02:40:18,,24233,,23843052139510246,,22998,
Eric Huang,2018-11-16 02:40:08,,19935,,23843052139560246,,18960,
Eric Huang,2018-11-16 02:30:10,,22998,,23843052139510246,,21763,
Eric Huang,2018-11-16 02:30:08,,1759,,23843052139550246,,1081,
Eric Huang,2018-11-16 02:20:05,,18960,,23843052139560246,,17985,
Eric Huang,2018-11-16 02:20:05,,21276,,23843052139530246,,20428,
Eric Huang,2018-11-16 02:20:05,,1081,,23843052139550246,,403,
Eric Huang,2018-11-16 02:10:09,,21763,,23843052139510246,,20528,
Eric Huang,2018-11-16 02:10:09,,20428,,23843052139530246,,19580,
Eric Huang,2018-11-16 02:10:09,,17985,,23843052139560246,,17010,
Eric Huang,2018-11-16 02:10:12,3,,,23843052139450246,5,,
Eric Huang,2018-11-16 02:00:08,,20528,,23843052139510246,,20012,
蘇俊霖,2018-11-16 01:56:03,,403,,23843052139550246,,4039298,
Eric Huang,2018-11-16 01:50:08,,19580,,23843052139530246,,19096,
Eric Huang,2018-11-16 01:50:07,,17010,,23843052139560246,,16513,
Eric Huang,2018-11-16 01:50:07,,4039298,,23843052139550246,,4038789,
Eric Huang,2018-11-16 01:40:08,,20012,,23843052139510246,,19496,
Eric Huang,2018-11-16 01:40:08,,19096,,23843052139530246,,18612,
Eric Huang,2018-11-16 01:30:09,,19496,,23843052139510246,,18980,
Eric Huang,2018-11-16 01:30:08,,4038789,,23843052139550246,,4038280,
Eric Huang,2018-11-16 01:20:07,,18612,,23843052139530246,,18128,
Eric Huang,2018-11-16 01:20:07,,16016,,23843052139560246,,15519,
Eric Huang,2018-11-16 01:20:07,,4038280,,23843052139550246,,4037771,
Eric Huang,2018-11-16 01:10:09,,18980,,23843052139510246,,18464,
Eric Huang,2018-11-16 01:10:09,,18128,,23843052139530246,,17644,
Eric Huang,2018-11-16 01:10:09,,15519,,23843052139560246,,15022,
Eric Huang,2018-11-16 01:10:10,5,,,23843052139450246,10,,
Eric Huang,2018-11-16 01:00:08,,4037771,,23843052139550246,,4037314,
Eric Huang,2018-11-16 01:00:08,,18464,,23843052139510246,,17992,
Eric Huang,2018-11-16 00:50:07,,17644,,23843052139530246,,17067,
Eric Huang,2018-11-16 00:50:06,,4037314,,23843052139550246,,4036857,
Eric Huang,2018-11-16 00:50:06,,15022,,23843052139560246,,14552,
Eric Huang,2018-11-16 00:40:08,,17067,,23843052139530246,,16490,
Eric Huang,2018-11-16 00:40:08,,14552,,23843052139560246,,14082,
Eric Huang,2018-11-16 00:40:08,,17992,,23843052139510246,,17520,
Eric Huang,2018-11-16 00:30:06,,17520,,23843052139510246,,17048,
Eric Huang,2018-11-16 00:30:05,,14082,,23843052139560246,,13612,
Eric Huang,2018-11-16 00:30:05,,4036857,,23843052139550246,,4036400,
Eric Huang,2018-11-16 00:20:10,,13612,,23843052139560246,,13142,
Eric Huang,2018-11-16 00:20:10,,16490,,23843052139530246,,15913,
Eric Huang,2018-11-16 00:20:10,,4036400,,23843052139550246,,4035943,
Eric Huang,2018-11-16 00:10:07,,15913,,23843052139530246,,15336,
Eric Huang,2018-11-16 00:10:06,,17048,,23843052139510246,,16576,
Eric Huang,2018-11-16 00:10:06,,13142,,23843052139560246,,12672,
Eric Huang,2018-11-16 00:10:06,,4035943,,23843052139550246,,4035486,
Eric Huang,2018-11-16 00:10:07,10,,,23843052139450246,8,,
Eric Huang,2018-11-16 00:00:08,,4035486,,23843052139550246,,4034883,
Eric Huang,2018-11-16 00:00:09,,12672,,23843052139560246,,12004,
Eric Huang,2018-11-16 00:00:09,,16576,,23843052139510246,,15609,
Eric Huang,2018-11-16 00:00:10,,15336,,23843052139530246,,14560,
Eric Huang,2018-11-15 23:50:08,,14560,,23843052139530246,,13784,
Eric Huang,2018-11-15 23:50:07,,15609,,23843052139510246,,14642,
Eric Huang,2018-11-15 23:50:07,,12004,,23843052139560246,,11336,
Eric Huang,2018-11-15 23:50:07,,4034883,,23843052139550246,,4034280,
Eric Huang,2018-11-15 23:40:07,,13784,,23843052139530246,,13008,
Eric Huang,2018-11-15 23:40:07,,14642,,23843052139510246,,13675,
Eric Huang,2018-11-15 23:40:06,,11336,,23843052139560246,,10668,
Eric Huang,2018-11-15 23:40:06,,4034280,,23843052139550246,,4033677,
Eric Huang,2018-11-15 23:30:08,,4033677,,23843052139550246,,4033074,
Eric Huang,2018-11-15 23:30:08,,10668,,23843052139560246,,10000,
Eric Huang,2018-11-15 23:30:08,,13675,,23843052139510246,,12708,
Eric Huang,2018-11-15 23:30:08,12,,,23843052139560246,7,,
Eric Huang,2018-11-15 23:20:04,,12708,,23843052139510246,,11741,
Eric Huang,2018-11-15 23:20:05,,4033074,,23843052139550246,,4032471,
Eric Huang,2018-11-15 23:20:05,,13008,,23843052139530246,,12232,
Eric Huang,2018-11-15 23:10:10,,10000,,23843052139450246,,4031868,
Eric Huang,2018-11-15 23:10:09,,12232,,23843052139530246,,11456,
Eric Huang,2018-11-15 23:10:09,,11741,,23843052139510246,,10774,
Eric Huang,2018-11-15 23:10:08,,4032471,,23843052139550246,,4031868,
Eric Huang,2018-11-15 23:10:10,8,,,23843052139450246,12,,
Eric Huang,2018-11-15 23:00:08,,11456,,23843052139530246,,11092,
Eric Huang,2018-11-15 23:00:07,,10774,,23843052139510246,,10387,
Eric Huang,2018-11-15 22:50:08,,10387,,23843052139510246,,10000,
Eric Huang,2018-11-15 22:50:07,,11092,,23843052139530246,,10728,
Eric Huang,2018-11-15 22:50:08,12,,,23843052139510246,9,,
Eric Huang,2018-11-15 22:40:09,,10728,,23843052139530246,,10364,
Eric Huang,2018-11-15 22:30:08,,10364,,23843052139530246,,10000,
Eric Huang,2018-11-15 22:30:08,12,,,23843052139530246,10,,
Eric Huang,2018-11-15 22:10:08,,4031868,,23843052139550246,,10000,
Eric Huang,2018-11-15 22:10:10,,4031868,,23843052139450246,,10000,
Eric Huang,2018-11-15 22:10:10,12,,,23843052139450246,5,,
Eric Huang,2018-11-15 22:10:08,12,,,23843052139550246,6,,
Eric Huang,2018-11-15 21:10:12,5,,,23843052139450246,6,,
Eric Huang,2018-11-15 20:10:09,6,,,23843052139450246,3,,
Eric Huang,2018-11-15 20:10:07,6,,,23843052139550246,4,,
Eric Huang,2018-11-15 19:10:09,3,,,23843052139450246,7,,
Eric Huang,2018-11-15 19:10:09,5,,,23843052139570246,9,,
Eric Huang,2018-11-15 19:10:08,10,,,23843052139530246,11,,
Eric Huang,2018-11-15 19:10:08,7,,,23843052139560246,11,,
Eric Huang,2018-11-15 19:10:08,4,,,23843052139550246,7,,
Eric Huang,2018-11-15 16:10:08,11,,,23843052139530246,10,,
Eric Huang,2018-11-15 16:05:03,,,Active,23843052139470246,,,Inactive
Facebook,2018-11-15 16:00:13,,,Active,23842866254190246,,,Inactive
Eric Huang,2018-11-15 15:10:06,7,,,23843052139550246,5,,
Eric Huang,2018-11-15 15:10:06,11,,,23843052139560246,8,,
Eric Huang,2018-11-15 15:10:07,7,,,23843052139450246,5,,
Eric Huang,2018-11-15 14:10:10,5,,,23843052139450246,2,,
Eric Huang,2018-11-15 14:10:09,9,,,23843052139570246,7,,
Eric Huang,2018-11-15 14:10:09,8,,,23843052139560246,5,,
Eric Huang,2018-11-15 14:10:08,5,,,23843052139550246,3,,
Eric Huang,2018-11-15 13:10:07,3,,,23843052139550246,2,,
Eric Huang,2018-11-15 12:30:08,,10000,,23843052139530246,,9819,
Eric Huang,2018-11-15 12:30:07,,10000,,23843052139510246,,8620,
Eric Huang,2018-11-15 12:20:09,,9819,,23843052139530246,,6177,
Eric Huang,2018-11-15 12:20:08,,8620,,23843052139510246,,5491,
Eric Huang,2018-11-15 12:10:07,,6177,,23843052139530246,,2535,
Eric Huang,2018-11-15 12:10:06,,5491,,23843052139510246,,2362,
Eric Huang,2018-11-15 12:10:08,7,,,23843052139570246,11,,
Eric Huang,2018-11-15 12:10:08,2,,,23843052139450246,6,,
Eric Huang,2018-11-15 12:10:05,2,,,23843052139550246,7,,
Eric Huang,2018-11-15 12:10:05,5,,,23843052139560246,9,,
Eric Huang,2018-11-15 12:00:09,,2535,,23843052139530246,,1934,
Eric Huang,2018-11-15 12:00:07,,2362,,23843052139510246,,1812,
Eric Huang,2018-11-15 11:50:10,,1934,,23843052139530246,,1333,
Eric Huang,2018-11-15 11:50:09,,1812,,23843052139510246,,1262,
Eric Huang,2018-11-15 11:40:08,,1262,,23843052139510246,,712,
Eric Huang,2018-11-15 11:40:09,,1333,,23843052139530246,,732,
Eric Huang,2018-11-15 11:30:10,,732,,23843052139530246,,131,
Eric Huang,2018-11-15 11:30:12,,10000,,23843052139550246,,217,
Eric Huang,2018-11-15 11:30:12,,10000,,23843052139560246,,2525,
Eric Huang,2018-11-15 11:30:10,,10000,,23843052139450246,,1083,
Eric Huang,2018-11-15 11:30:11,,10000,,23843052139570246,,140,
