Customer ID,Campaign ID,Ad group ID,Audience,Criterion ID,Ad group state,Max. CPM,Max. CPC,Bid Strategy Type,Cost,Avg. Cost,Impressions,Clicks,Conversions,Avg. CPC,Cost / conv.,CTR
5922380045,1896291336,69785365626,uservertical::91500,51668101375,enabled, --,7000000,cpc,8081442,8081442,3466,1,0.00,8081442,0,0.03%
5922380045,1896291336,69785365626,uservertical::92803,55963842997,enabled, --,7000000,cpc,152732311,7272967,15168,21,0.00,7272967,0,0.14%
5922380045,1896291336,69785365626,uservertical::92002,51668103055,enabled, --,7000000,cpc,1379001280,7413985,107941,186,0.00,7413985,0,0.17%
5922380045,1896291336,69785365626,uservertical::92504,51668104015,enabled, --,7000000,cpc,0,0,710,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::91601,51668102095,enabled, --,7000000,cpc,270796504,5641594,49305,48,0.00,5641594,0,0.10%
5922380045,1896291336,69785365626,uservertical::90400,51668100295,enabled, --,7000000,cpc,32663272,6532654,5427,5,0.00,6532654,0,0.09%
5922380045,1896291336,69785365626,uservertical::93009,282636819801,enabled, --,7000000,cpc,0,0,6,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::91910,47984196386,enabled, --,7000000,cpc,0,0,17,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::91806,56923565817,enabled, --,7000000,cpc,311027325,6098575,37034,51,0.00,6098575,0,0.14%
5922380045,1896291336,69785365626,uservertical::90202,46798824036,enabled, --,7000000,cpc,152069202,5848815,12862,26,0.00,5848815,0,0.20%
5922380045,1896291336,69785365626,uservertical::91505,51668101855,enabled, --,7000000,cpc,114539939,10412722,7170,11,0.00,10412722,0,0.15%
5922380045,1896291336,69785365626,uservertical::91911,53172303738,enabled, --,7000000,cpc,0,0,172,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::92905,95731359660,enabled, --,7000000,cpc,0,0,75,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::91100,51668101135,enabled, --,7000000,cpc,36284373,9071093,2833,4,0.00,9071093,0,0.14%
5922380045,1896291336,69785365626,uservertical::91501,51668101495,enabled, --,7000000,cpc,201721245,9605774,20669,21,0.00,9605774,0,0.10%
5922380045,1896291336,69785365626,uservertical::92008,49850849169,enabled, --,7000000,cpc,39234424,6539071,3003,6,0.00,6539071,0,0.20%
5922380045,1896291336,69785365626,uservertical::90216,56923565217,enabled, --,7000000,cpc,0,0,4057,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::93003,296412521929,enabled, --,7000000,cpc,0,0,214,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::92500,51668103655,enabled, --,7000000,cpc,0,0,1240,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::90600,51668100415,enabled, --,7000000,cpc,37213191,6202199,900,6,0.00,6202199,0,0.67%
5922380045,1896291336,69785365626,uservertical::91900,51668102575,enabled, --,7000000,cpc,19133364,4783341,879,4,0.00,4783341,0,0.46%
5922380045,1896291336,69785365626,uservertical::92508,51668104375,enabled, --,7000000,cpc,38930656,9732664,2833,4,0.00,9732664,0,0.14%
5922380045,1896291336,69785365626,uservertical::90203,51668100175,enabled, --,7000000,cpc,17790274,8895137,1378,2,0.00,8895137,0,0.15%
5922380045,1896291336,69785365626,uservertical::92930,334585071800,enabled, --,7000000,cpc,0,0,197,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::92702,51668104615,enabled, --,7000000,cpc,581312404,6605823,46744,88,0.00,6605823,0,0.19%
5922380045,1896291336,69785365626,uservertical::91700,51668102335,enabled, --,7000000,cpc,0,0,556,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::91804,55963842637,enabled, --,7000000,cpc,0,0,2115,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::92501,51668103775,enabled, --,7000000,cpc,84203091,7654826,6378,11,0.00,7654826,0,0.17%
5922380045,1896291336,69785365626,uservertical::92503,51668103895,enabled, --,7000000,cpc,0,0,26,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::92911,97556955389,enabled, --,7000000,cpc,48581352,5397928,7666,9,0.00,5397928,0,0.12%
5922380045,1896291336,69785365626,uservertical::90207,56976469658,enabled, --,7000000,cpc,0,0,163,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::92804,51668104855,enabled, --,7000000,cpc,90564740,8233158,5605,11,0.00,8233158,0,0.20%
5922380045,1896291336,69785365626,uservertical::92904,95731359420,enabled, --,7000000,cpc,398834899,5952760,60846,67,0.00,5952760,0,0.11%
5922380045,1896291336,69785365626,uservertical::92505,51668104135,enabled, --,7000000,cpc,19207730,9603865,1212,2,0.00,9603865,0,0.17%
5922380045,1896291336,69785365626,uservertical::90700,51668100535,enabled, --,7000000,cpc,5167857,5167857,652,1,0.00,5167857,0,0.15%
5922380045,1896291336,69785365626,uservertical::90211,50555366647,enabled, --,7000000,cpc,0,0,97,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::91602,51668102215,enabled, --,7000000,cpc,66825322,5140409,2334,13,0.00,5140409,0,0.56%
5922380045,1896291336,69785365626,uservertical::90900,51668100895,enabled, --,7000000,cpc,20462911,5115728,5181,4,0.00,5115728,0,0.08%
5922380045,1896291336,69785365626,uservertical::90100,51668099935,enabled, --,7000000,cpc,25780187,8593396,1432,3,0.00,8593396,0,0.21%
5922380045,1896291336,69785365626,uservertical::90204,50555366167,enabled, --,7000000,cpc,660785874,5599880,97556,118,0.00,5599880,0,0.12%
5922380045,1896291336,69785365626,uservertical::92909,95731360380,enabled, --,7000000,cpc,55817176,7973882,3753,7,0.00,7973882,0,0.19%
5922380045,1896291336,69785365626,uservertical::90206,46594292800,enabled, --,7000000,cpc,84608736,7050728,7305,12,0.00,7050728,0,0.16%
5922380045,1896291336,69785365626,uservertical::92913,103997905950,enabled, --,7000000,cpc,77317086,8590787,6284,9,0.00,8590787,0,0.14%
5922380045,1896291336,69785365626,uservertical::92924,283403926058,enabled, --,7000000,cpc,0,0,5,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::92903,95731359180,enabled, --,7000000,cpc,0,0,80,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::91401,51668101255,enabled, --,7000000,cpc,18605127,9302564,946,2,0.00,9302564,0,0.21%
5922380045,1896291336,69785365626,uservertical::91905,55963842757,enabled, --,7000000,cpc,0,0,15,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::92914,124892052055,enabled, --,7000000,cpc,4140657,4140657,201,1,0.00,4140657,0,0.50%
5922380045,1896291336,69785365626,uservertical::92910,97556955149,enabled, --,7000000,cpc,39414693,6569116,5916,6,0.00,6569116,0,0.10%
5922380045,1896291336,69785365626,uservertical::91502,51668101615,enabled, --,7000000,cpc,5358384,5358384,2345,1,0.00,5358384,0,0.04%
5922380045,1896291336,69785365626,uservertical::92007,53172303858,enabled, --,7000000,cpc,27012866,5402573,2506,5,0.00,5402573,0,0.20%
5922380045,1896291336,69785365626,uservertical::91504,51668101735,enabled, --,7000000,cpc,59670258,8524323,4736,7,0.00,8524323,0,0.15%
5922380045,1896291336,69785365626,uservertical::93008,265939555629,enabled, --,7000000,cpc,0,0,17,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::90201,50555366047,enabled, --,7000000,cpc,6422368,6422368,167,1,0.00,6422368,0,0.60%
5922380045,1896291336,69785365626,uservertical::91901,51668102695,enabled, --,7000000,cpc,259822852,6662124,21359,39,0.00,6662124,0,0.18%
5922380045,1896291336,69785365626,uservertical::90300,56976469778,enabled, --,7000000,cpc,3880751,3880751,999,1,0.00,3880751,0,0.10%
5922380045,1896291336,69785365626,uservertical::92000,51668102935,enabled, --,7000000,cpc,22388865,5597216,2400,4,0.00,5597216,0,0.17%
5922380045,1896291336,69785365626,uservertical::90208,56653277512,enabled, --,7000000,cpc,0,0,163,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::92507,51668104255,enabled, --,7000000,cpc,19603392,4900848,1831,4,0.00,4900848,0,0.22%
5922380045,1896291336,69785365626,uservertical::92908,95731360140,enabled, --,7000000,cpc,0,0,4,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::91800,51668102455,enabled, --,7000000,cpc,51797028,5755225,6026,9,0.00,5755225,0,0.15%
5922380045,1896291336,69785365626,uservertical::92801,51239919162,enabled, --,7000000,cpc,0,0,61,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::91600,51668101975,enabled, --,7000000,cpc,4958026,4958026,2208,1,0.00,4958026,0,0.05%
5922380045,1896291336,69785365626,uservertical::92902,125291005452,enabled, --,7000000,cpc,0,0,115,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::91802,56923565457,enabled, --,7000000,cpc,0,0,666,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::91000,51668101015,enabled, --,7000000,cpc,35117849,7023570,3286,5,0.00,7023570,0,0.15%
5922380045,1896291336,69785365626,uservertical::91908,47361344643,enabled, --,7000000,cpc,0,0,32,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::92901,45786871609,enabled, --,7000000,cpc,0,0,3,0,0.00,0,0,0.00%
5922380045,1896291336,69785365626,uservertical::91805,56923565697,enabled, --,7000000,cpc,68630777,6863078,2705,10,0.00,6863078,0,0.37%
5922380045,1896291336,69785365626,uservertical::90209,50555366407,enabled, --,7000000,cpc,0,0,234,0,0.00,0,0,0.00%
