Customer ID,Campaign ID,Ad group ID,Keyword / Placement,Keyword ID,Ad group state,Max. CPM,Max. CPC,Cost,Avg. Cost,Impressions,Clicks,Conversions,Avg. CPC,Cost / conv.,CTR,Criteria Type
5922380045,1896291336,69785365626,uservertical::91901,51668102695,enabled, --,7000000,293297623,6665855,27132,44,0.00,6665855,0,0.16%,User Interest
5922380045,1896291336,70417436585,uservertical::90204,50555366167,enabled, --,7000000,44359777,2957318,14709,15,0.00,2957318,0,0.10%,User Interest
5922380045,1896291336,69785365626,uservertical::90212,46798824156,enabled, --,7000000,0,0,5,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::91904,46798824396,enabled, --,7000000,19420000,19420000,907,1,0.00,19420000,0,0.11%,User Interest
5922380045,1896291336,69785365626,uservertical::92504,51668104015,enabled, --,7000000,0,0,927,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::92008,49850849169,enabled, --,7000000,43744597,6249228,3469,7,0.00,6249228,0,0.20%,User Interest
5922380045,1896291336,69785365626,uservertical::91700,51668102335,enabled, --,7000000,0,0,730,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::92803,55963842997,enabled, --,7000000,210860809,7028694,18591,30,0.00,7028694,0,0.16%,User Interest
5922380045,1896291336,72247698713,35-44,503003,paused, --,8400000,150377730,4556901,19882,33,0.00,4556901,0,0.17%,Age
5922380045,1896291336,69785365626,uservertical::92802,46798824516,enabled, --,7000000,308876414,4826194,42118,64,0.00,4826194,0,0.15%,User Interest
5922380045,1896291336,69785365626,uservertical::91912,47984196506,enabled, --,7000000,0,0,136,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::90210,50555366527,enabled, --,7000000,17413968,8706984,2492,2,0.00,8706984,0,0.08%,User Interest
5922380045,1896291336,69785365626,uservertical::91601,51668102095,enabled, --,7000000,323144241,5385737,60525,60,0.00,5385737,0,0.10%,User Interest
5922380045,1896291336,69785365626,uservertical::92805,56923565937,enabled, --,7000000,0,0,135,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::92911,97556955389,enabled, --,7000000,60330510,5484592,11139,11,0.00,5484592,0,0.10%,User Interest
5922380045,1896291336,70371538546,uservertical::92006,51668103295,paused, --,9800000,496511982,5172000,45259,96,0.00,5172000,0,0.21%,User Interest
5922380045,1896291336,69785365626,uservertical::92907,109872530168,enabled, --,7000000,0,0,3,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::92950,345911565303,enabled, --,7000000,0,0,44,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,boomuserlist::498101410,381538914914,enabled, --,7000000,40276701,4475189,4918,9,0.00,4475189,0,0.18%,User List
5922380045,1896291336,69785365626,uservertical::92806,47984196626,enabled, --,7000000,71016337,7101634,5154,10,0.00,7101634,0,0.19%,User Interest
5922380045,1896291336,69785365626,uservertical::90218,50555366887,enabled, --,7000000,0,0,26,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::91504,51668101735,enabled, --,7000000,87297574,8729757,5810,10,0.00,8729757,0,0.17%,User Interest
5922380045,1896291336,69785365626,uservertical::92000,51668102935,enabled, --,7000000,75265796,9408225,3399,8,0.00,9408225,0,0.24%,User Interest
5922380045,1896291336,69785365626,uservertical::92500,51668103655,enabled, --,7000000,0,0,1500,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::92930,334585071800,enabled, --,7000000,0,0,261,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,72247698713,25-34,503002,paused, --,8400000,164608068,4841414,20220,34,0.00,4841414,0,0.17%,Age
5922380045,1896291336,69785365626,uservertical::90209,50555366407,enabled, --,7000000,0,0,263,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::93002,298229924760,enabled, --,7000000,0,0,2,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::92702,51668104615,enabled, --,7000000,660161023,6668293,58861,99,0.00,6668293,0,0.17%,User Interest
5922380045,1896291336,69785365626,uservertical::92902,125291005452,enabled, --,7000000,0,0,141,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::90700,51668100535,enabled, --,7000000,0,0,826,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::91906,55963842877,enabled, --,7000000,0,0,9,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::90216,56923565217,enabled, --,7000000,11972245,11972245,4834,1,0.00,11972245,0,0.02%,User Interest
5922380045,1896291336,69785365626,uservertical::90300,56976469778,enabled, --,7000000,3880751,3880751,1062,1,0.00,3880751,0,0.09%,User Interest
5922380045,1896291336,69785365626,uservertical::92915,118359956934,enabled, --,7000000,855683241,7071762,75106,121,0.00,7071762,0,0.16%,User Interest
5922380045,1896291336,69785365626,uservertical::93009,282636819801,enabled, --,7000000,0,0,7,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,70371538546,Undetermined,503999,paused, --, --,11677429,5838715,2291,2,0.00,5838715,0,0.09%,Age
5922380045,1896291336,71049097416,Undetermined,503999,paused, --,9800000,292002288,4634957,52665,63,0.00,4634957,0,0.12%,Age
5922380045,1896291336,71049097416,55-64,503005,paused, --,9800000,194923529,4998039,16203,39,0.00,4998039,0,0.24%,Age
5922380045,1896291336,71049097416,18-24,503001,paused, --,9800000,97982243,4665821,14743,21,0.00,4665821,0,0.14%,Age
5922380045,1896291336,69785365626,uservertical::93007,296819304605,enabled, --,7000000,0,0,7,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::93040,326804463079,enabled, --,7000000,0,0,42,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,70371538546,uservertical::92904,95731359420,paused, --,9800000,37204196,5314885,11246,7,0.00,5314885,0,0.06%,User Interest
5922380045,1896291336,69785365626,uservertical::92924,283403926058,enabled, --,7000000,0,0,5,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::91804,55963842637,enabled, --,7000000,12828750,6414375,2549,2,0.00,6414375,0,0.08%,User Interest
5922380045,1896291336,70371538546,55-64,503005,paused, --, --,9943287,9943287,741,1,0.00,9943287,0,0.13%,Age
5922380045,1896291336,72247698713,55-64,503005,paused, --,8400000,47407995,5925999,2698,8,0.00,5925999,0,0.30%,Age
5922380045,1896291336,69785365626,uservertical::92800,51668104735,enabled, --,7000000,128781372,5853699,17850,22,0.00,5853699,0,0.12%,User Interest
5922380045,1896291336,69785365626,uservertical::93008,265939555629,enabled, --,7000000,0,0,24,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::90206,46594292800,enabled, --,7000000,88965853,6843527,8127,13,0.00,6843527,0,0.16%,User Interest
5922380045,1896291336,69785365626,uservertical::91401,51668101255,enabled, --,7000000,18605127,9302564,1178,2,0.00,9302564,0,0.17%,User Interest
5922380045,1896291336,69785365626,uservertical::91800,51668102455,enabled, --,7000000,53051836,5305184,7200,10,0.00,5305184,0,0.14%,User Interest
5922380045,1896291336,69785365626,uservertical::92804,51668104855,enabled, --,7000000,109790118,7319341,6918,15,0.00,7319341,0,0.22%,User Interest
5922380045,1896291336,69785365626,uservertical::91911,53172303738,enabled, --,7000000,0,0,200,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::93034,326804463039,enabled, --,7000000,0,0,263,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,70417436585,uservertical::91909,51668102815,enabled, --,7000000,0,0,729,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::92400,51668103535,enabled, --,7000000,0,0,170,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::92601,51668104495,enabled, --,7000000,0,0,339,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::91902,56976469898,enabled, --,7000000,0,0,140,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::91907,56976470018,enabled, --,7000000,21647027,7215676,1897,3,0.00,7215676,0,0.16%,User Interest
5922380045,1896291336,69785365626,uservertical::92909,95731360380,enabled, --,7000000,42531782,7088630,4546,6,0.00,7088630,0,0.13%,User Interest
5922380045,1896291336,69785365626,uservertical::92945,345904698375,enabled, --,7000000,0,0,117,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,70371538546,uservertical::91601,51668102095,paused, --,9800000,35075763,4384470,7139,8,0.00,4384470,0,0.11%,User Interest
5922380045,1896291336,69785365626,uservertical::91505,51668101855,enabled, --,7000000,114539939,10412722,8167,11,0.00,10412722,0,0.13%,User Interest
5922380045,1896291336,69785365626,uservertical::92005,51668103175,enabled, --,7000000,136245749,7569208,8776,18,0.00,7569208,0,0.21%,User Interest
5922380045,1896291336,70371538546,uservertical::90202,46798824036,paused, --,9800000,85655181,4078818,8971,21,0.00,4078818,0,0.23%,User Interest
5922380045,1896291336,70417436585,uservertical::92006,51668103295,enabled, --,7000000,641556998,3564206,49093,180,0.00,3564206,0,0.37%,User Interest
5922380045,1896291336,69785365626,uservertical::90205,50555366287,enabled, --,7000000,0,0,195,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::92923,263716066682,enabled, --,7000000,419681270,5450406,87595,77,0.00,5450406,0,0.09%,User Interest
5922380045,1896291336,69785365626,uservertical::90900,51668100895,enabled, --,7000000,20462911,5115728,6469,4,0.00,5115728,0,0.06%,User Interest
5922380045,1896291336,69785365626,uservertical::92505,51668104135,enabled, --,7000000,19207730,9603865,1450,2,0.00,9603865,0,0.14%,User Interest
5922380045,1896291336,69785365626,uservertical::90202,46798824036,enabled, --,7000000,159827036,5708108,15316,28,0.00,5708108,0,0.18%,User Interest
5922380045,1896291336,69785365626,uservertical::90400,51668100295,enabled, --,7000000,40501389,6750232,6799,6,0.00,6750232,0,0.09%,User Interest
5922380045,1896291336,69785365626,uservertical::91806,56923565817,enabled, --,7000000,358359359,5972656,43999,60,0.00,5972656,0,0.14%,User Interest
5922380045,1896291336,70417436585,uservertical::90202,46798824036,enabled, --,7000000,44060164,3389243,7497,13,0.00,3389243,0,0.17%,User Interest
5922380045,1896291336,69785365626,uservertical::92908,95731360140,enabled, --,7000000,0,0,6,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,73482559111,65 or more,503006,paused, --,8400000,0,0,93,0,0.00,0,0,0.00%,Age
5922380045,1896291336,71049097416,45-54,503004,paused, --,9800000,218376719,5326261,18900,41,0.00,5326261,0,0.22%,Age
5922380045,1896291336,73482559111,Undetermined,503999,paused, --,8400000,6459198,6459198,488,1,0.00,6459198,0,0.20%,Age
5922380045,1896291336,73482559111,18-24,503001,paused, --,8400000,9361650,4680825,371,2,0.00,4680825,0,0.54%,Age
5922380045,1896291336,69785365626,uservertical::90204,50555366167,enabled, --,7000000,849629352,5740739,114945,148,0.00,5740739,0,0.13%,User Interest
5922380045,1896291336,69785365626,uservertical::92503,51668103895,enabled, --,7000000,0,0,36,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::91802,56923565457,enabled, --,7000000,4236903,4236903,829,1,0.00,4236903,0,0.12%,User Interest
5922380045,1896291336,69785365626,uservertical::91805,56923565697,enabled, --,7000000,68630777,6863078,3399,10,0.00,6863078,0,0.29%,User Interest
5922380045,1896291336,69785365626,uservertical::93028,334585072960,enabled, --,7000000,0,0,4,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,70371538546,18-24,503001,paused, --, --,0,0,744,0,0.00,0,0,0.00%,Age
5922380045,1896291336,69785365626,uservertical::91000,51668101015,enabled, --,7000000,40318102,6719684,4847,6,0.00,6719684,0,0.12%,User Interest
5922380045,1896291336,69785365626,uservertical::92007,53172303858,enabled, --,7000000,51914983,6489373,3169,8,0.00,6489373,0,0.25%,User Interest
5922380045,1896291336,69785365626,uservertical::92906,95731359900,enabled, --,7000000,0,0,166,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,70417436585,uservertical::91601,51668102095,enabled, --,7000000,92346446,3847769,22547,24,0.00,3847769,0,0.11%,User Interest
5922380045,1896291336,69785365626,uservertical::91100,51668101135,enabled, --,7000000,41998883,8399777,4178,5,0.00,8399777,0,0.12%,User Interest
5922380045,1896291336,69785365626,uservertical::91909,51668102815,enabled, --,7000000,214826874,5653339,23099,38,0.00,5653339,0,0.16%,User Interest
5922380045,1896291336,69785365626,uservertical::90207,56976469658,enabled, --,7000000,0,0,203,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::93003,296412521929,enabled, --,7000000,0,0,220,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::92952,345746254465,enabled, --,7000000,59752450,5432041,3295,11,0.00,5432041,0,0.33%,User Interest
5922380045,1896291336,70371538546,65 or more,503006,paused, --, --,0,0,564,0,0.00,0,0,0.00%,Age
5922380045,1896291336,69785365626,uservertical::90200,51668100055,enabled, --,7000000,0,0,123,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::91501,51668101495,enabled, --,7000000,230397376,9599891,25123,24,0.00,9599891,0,0.10%,User Interest
5922380045,1896291336,69785365626,uservertical::91602,51668102215,enabled, --,7000000,74874961,4991664,3093,15,0.00,4991664,0,0.48%,User Interest
5922380045,1896291336,69785365626,uservertical::91900,51668102575,enabled, --,7000000,23559977,4711995,1772,5,0.00,4711995,0,0.28%,User Interest
5922380045,1896291336,69785365626,uservertical::92913,103997905950,enabled, --,7000000,97954012,8904910,8066,11,0.00,8904910,0,0.14%,User Interest
5922380045,1896291336,69785365626,uservertical::92946,345911565063,enabled, --,7000000,0,0,21,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::91903,46798824276,enabled, --,7000000,0,0,254,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::91910,47984196386,enabled, --,7000000,0,0,21,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::90100,51668099935,enabled, --,7000000,25780187,8593396,1907,3,0.00,8593396,0,0.16%,User Interest
5922380045,1896291336,69785365626,uservertical::92501,51668103775,enabled, --,7000000,95342318,7334024,7801,13,0.00,7334024,0,0.17%,User Interest
5922380045,1896291336,69785365626,uservertical::91908,47361344643,enabled, --,7000000,0,0,34,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::91502,51668101615,enabled, --,7000000,16562032,5520677,3188,3,0.00,5520677,0,0.09%,User Interest
5922380045,1896291336,69785365626,uservertical::92910,97556955149,enabled, --,7000000,58985037,6553893,7568,9,0.00,6553893,0,0.12%,User Interest
5922380045,1896291336,69785365626,uservertical::92947,345911565103,enabled, --,7000000,0,0,18,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::90203,51668100175,enabled, --,7000000,22081632,7360544,1770,3,0.00,7360544,0,0.17%,User Interest
5922380045,1896291336,69785365626,uservertical::92006,51668103295,enabled, --,7000000,709256090,6754820,65540,105,0.00,6754820,0,0.16%,User Interest
5922380045,1896291336,69785365626,uservertical::91803,56923565577,enabled, --,7000000,160541299,6421652,17410,25,0.00,6421652,0,0.14%,User Interest
5922380045,1896291336,69785365626,uservertical::92903,95731359180,enabled, --,7000000,0,0,105,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,70371538546,runofnetwork::100,100,paused, --, --,0,0,690,0,0.00,0,0,0.00%,Run of network
5922380045,1896291336,69785365626,uservertical::90201,50555366047,enabled, --,7000000,6422368,6422368,211,1,0.00,6422368,0,0.47%,User Interest
5922380045,1896291336,69785365626,uservertical::90217,50555366767,enabled, --,7000000,16669061,5556354,4181,3,0.00,5556354,0,0.07%,User Interest
5922380045,1896291336,69785365626,uservertical::91500,51668101375,enabled, --,7000000,8081442,8081442,4502,1,0.00,8081442,0,0.02%,User Interest
5922380045,1896291336,69785365626,uservertical::92508,51668104375,enabled, --,7000000,38930656,9732664,3629,4,0.00,9732664,0,0.11%,User Interest
5922380045,1896291336,69785365626,uservertical::92901,45786871609,enabled, --,7000000,0,0,4,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::92914,124892052055,enabled, --,7000000,4140657,4140657,248,1,0.00,4140657,0,0.40%,User Interest
5922380045,1896291336,70371538546,45-54,503004,paused, --, --,4286777,4286777,837,1,0.00,4286777,0,0.12%,Age
5922380045,1896291336,72247698713,Undetermined,503999,paused, --,8400000,114092330,4563693,10557,25,0.00,4563693,0,0.24%,Age
5922380045,1896291336,69785365626,uservertical::92001,51239919042,enabled, --,7000000,50249566,8374928,3863,6,0.00,8374928,0,0.16%,User Interest
5922380045,1896291336,69785365626,uservertical::92002,51668103055,enabled, --,7000000,1515371615,7181856,129604,211,0.00,7181856,0,0.16%,User Interest
5922380045,1896291336,69785365626,uservertical::92300,51668103415,enabled, --,7000000,43818224,7303037,12748,6,0.00,7303037,0,0.05%,User Interest
5922380045,1896291336,72247698713,45-54,503004,paused, --,8400000,25865955,4310993,3198,6,0.00,4310993,0,0.19%,Age
5922380045,1896291336,69785365626,AutomaticContent,3000006,enabled, --, --,17248745,5749582,479,3,0.00,5749582,0,0.63%,Keyword
5922380045,1896291336,69785365626,uservertical::92900,46798824636,enabled, --,7000000,9351459,9351459,86,1,0.00,9351459,0,1.16%,User Interest
5922380045,1896291336,69785365626,uservertical::90211,50555366647,enabled, --,7000000,0,0,117,0,0.00,0,0,0.00%,User Interest
5922380045,1896291336,69785365626,uservertical::91905,55963842757,enabled, --,7000000,0,0,23,0,0.00,0,0,0.00%,User Interest
