Customer ID,Campaign ID,Ad group ID,Ad group state,Cost,Avg. Cost,Impressions,Clicks,Conversions,All conv.,Avg. CPC,Cost / conv.,Cost / all conv.,Criteria Display Name,CTR,View-through conv.
2042877296,6460877943,77043580923,enabled,24839458,2258133,88,11,0.00,0.00,2258133,0,0,"Mobile App: Chinese Dark Chess King (Google Play), by CussDev Inc.",12.50%,0
2042877296,6460877943,77043580923,enabled,4040914,1346971,49,3,0.00,0.00,1346971,0,0,"Mobile App: Block Puzzle Gems Classic 1010 (Google Play), by HyBird Games Ltd.",6.12%,0
2042877296,6460877943,77043580923,enabled,7272771,3636386,36,2,0.00,0.00,3636386,0,0,ck101.com/forum.php,5.56%,0
2042877296,6460877943,77043580923,enabled,27214642,2721464,36,10,0.00,0.00,2721464,0,0,"Mobile App: Block Puzzle (Google Play), by Face Plus",27.78%,0
2042877296,6460877943,77043580923,enabled,4194564,4194564,1,1,0.00,0.00,4194564,0,0,health.tvbs.com.tw/review/307511,100.00%,0
2042877296,6460877943,77043580923,enabled,4727987,4727987,1,1,0.00,0.00,4727987,0,0,"Mobile App: Fruits Bomb (Google Play), by Mobileguru",100.00%,0
2042877296,6460877943,77043580923,enabled,5984622,1994874,29,3,0.00,0.00,1994874,0,0,"Mobile App: SKOUT - Meet, Chat, Go Live (Google Play), by Skout Inc.",10.34%,0
2042877296,6460877943,77043580923,enabled,1244109,1244109,2,1,0.00,0.00,1244109,0,0,health.udn.com/health/story/7403/3730513,50.00%,0
2042877296,6460877943,77043580923,enabled,3870121,3870121,1,1,0.00,0.00,3870121,0,0,www.nownews.com/news/20190827/3591603,100.00%,0
2042877296,6460877943,77043580923,enabled,12291354,3072839,160,4,0.00,0.00,3072839,0,0,22e89f1abbbeed96.anonymous.google,2.50%,0
2042877296,6460877943,77043580923,enabled,3937313,3937313,1,1,0.00,0.00,3937313,0,0,news.ebc.net.tw/News/Article/175617,100.00%,0
2042877296,6460877943,77043580923,enabled,27361602,2487418,146,11,1.00,1.00,2487418,27361602,27361602,"Mobile App: Block Gems: Classic Block Puzzle Games (Google Play), by DoPuz Games",7.53%,0
2042877296,6460877943,77043580923,enabled,33905973,2608152,137,13,0.00,0.00,2608152,0,0,"Mobile App: Wood Block - Music Box (Google Play), by головоломка world studio",9.49%,0
2042877296,6460877943,77043580923,enabled,7678607,3839304,2,2,0.00,0.00,3839304,0,0,"Mobile App: 小说坊 (Google Play), by 简阅文学",100.00%,0
2042877296,6460877943,77043580923,enabled,3652611,3652611,2,1,0.00,0.00,3652611,0,0,ptt.jimpop.org/09978a27e976,50.00%,0
2042877296,6460877943,77043580923,enabled,3593406,3593406,4,1,0.00,0.00,3593406,0,0,"Mobile App: Puzzle King - Games Collection (Google Play), by Sixcube Information Technology Co,. Ltd.",25.00%,0
2042877296,6460877943,77043580923,enabled,3989479,3989479,1,1,0.00,0.00,3989479,0,0,oops.udn.com/oops/story/6766/2701636,100.00%,0
2042877296,6460877943,77043580923,enabled,2737086,2737086,1,1,0.00,0.00,2737086,0,0,technews.tw/2019/08/29/lg-innotek-nexlide-hd,100.00%,0
2042877296,6460877943,77043580923,enabled,18178896,3029816,111,6,0.00,0.00,3029816,0,0,"Mobile App: 天天書城小說-免費小說閱讀器-全本小說-網絡小說-言情小說-耽美福利小說-txt電子書閱讀 (Google Play), by 掌心跃动科技",5.41%,0
2042877296,6460877943,77043580923,enabled,2884959,2884959,1,1,0.00,0.00,2884959,0,0,udn.com/news/story/7489/4014507,100.00%,0
2042877296,6460877943,77043580923,enabled,3750556,3750556,3,1,0.00,0.00,3750556,0,0,iview.sina.com.tw/post/20405940,33.33%,0
2042877296,6460877943,77043580923,enabled,5145110,1715037,45,3,0.00,0.00,1715037,0,0,"Mobile App: Chinese Dark Chess (Google Play), by xidea creator",6.67%,0
2042877296,6460877943,77043580923,enabled,3913285,3913285,1,1,0.00,0.00,3913285,0,0,66284d8655d9333e.anonymous.google,100.00%,0
2042877296,6460877943,77043580923,enabled,6828144,3414072,17,2,0.00,0.00,3414072,0,0,"Mobile App: Pyramid Curse Egypt Quest (Google Play), by BestFriendsTeam",11.76%,0
2042877296,6460877943,77043580923,enabled,11746718,2936680,106,4,0.00,0.00,2936680,0,0,"Mobile App: 台灣樂透彩 (Google Play), by DogLeg",3.77%,0
2042877296,6460877943,77043580923,enabled,2072038,2072038,6,1,0.00,0.00,2072038,0,0,"Mobile App: Color Rings Puzzle (Google Play), by Fun Free Fun",16.67%,0
2042877296,6460877943,77043580923,enabled,3426319,3426319,2,1,0.00,0.00,3426319,0,0,m2.news.ebc.net.tw/News/Article/175961,50.00%,0
2042877296,6460877943,77043580923,enabled,2797938,2797938,1,1,0.00,0.00,2797938,0,0,histock.tw/stock/tcharti.aspx,100.00%,0
2042877296,6460877943,77043580923,enabled,2681057,2681057,2,1,0.00,0.00,2681057,0,0,udn.com/news/story/7239/3941126,50.00%,0
2042877296,6460877943,77043580923,enabled,36530058,3044172,1106,12,0.00,0.00,3044172,0,0,"Mobile App: 免費小說閱讀 - 免費長篇短篇連載經典小說大全 (Google Play), by book novels",1.08%,0
2042877296,6460877943,77043580923,enabled,1497963,1497963,2,1,0.00,0.00,1497963,0,0,udn.com/news/story/7332/4021822,50.00%,0
2042877296,6460877943,77043580923,enabled,14292590,2382098,53,6,0.00,0.00,2382098,0,0,"Mobile App: Brick block puzzle - Classic free puzzle (Google Play), by Fastbirds Game Ltd.",11.32%,0
2042877296,6460877943,77043580923,enabled,40928061,1948955,110,21,0.00,0.00,1948955,0,0,"Mobile App: Wood Block Puzzle (Google Play), by Fast Fun",19.09%,0
2042877296,6460877943,77043580923,enabled,2931664,2931664,3,1,0.00,0.00,2931664,0,0,anikolife.com/tekka-centre,33.33%,0
2042877296,6460877943,77043580923,enabled,7945913,3972957,6,2,0.00,0.00,3972957,0,0,"Mobile App: 2048 :) (iTunes App Store), by C.H.",33.33%,0
2042877296,6460877943,77043580923,enabled,3595379,3595379,4,1,0.00,0.00,3595379,0,0,www.peekme.cc/post/1153320,25.00%,0
2042877296,6460877943,77043580923,enabled,3999839,3999839,2,1,0.00,0.00,3999839,0,0,"Mobile App: Clean Phone - phone cleaner & junk cleaner (Google Play), by Mobile Cleaner Dev",50.00%,0
2042877296,6460877943,77043580923,enabled,1714225,1714225,2,1,0.00,0.00,1714225,0,0,www.uukanshu.com/b/91734,50.00%,0
2042877296,6460877943,77043580923,enabled,3119517,3119517,2,1,0.00,0.00,3119517,0,0,autos.yahoo.com.tw,50.00%,0
2042877296,6460877943,77043580923,enabled,3823865,3823865,3,1,2.00,2.00,3823865,1911933,1911933,udn.com/news/story/7251/4026838,33.33%,0
2042877296,6460877943,77043580923,enabled,16493701,916317,69,18,0.00,0.00,916317,0,0,"Mobile App: Jewel Hunter : Lost Temple (Google Play), by SUPERBOX.INC",26.09%,0
2042877296,6460877943,77043580923,enabled,6223901,3111951,9,2,0.00,0.00,3111951,0,0,ba8919241132d1f4.anonymous.google,22.22%,0
2042877296,6460877943,77043580923,enabled,4000000,4000000,2,1,0.00,0.00,4000000,0,0,money.udn.com/money/index,50.00%,0
2042877296,6460877943,77043580923,enabled,10961594,3653865,22,3,0.00,0.00,3653865,0,0,"Mobile App: Chinese Chess, Xiangqi - many endgame and replay (Google Play), by 航讯工作室",13.64%,0
2042877296,6460877943,77043580923,enabled,2969120,2969120,8,1,0.00,0.00,2969120,0,0,"Mobile App: Trigon : Triangle Block Puzzle Game (Google Play), by IEC Corp",12.50%,0
2042877296,6460877943,77043580923,enabled,3682410,3682410,1,1,0.00,0.00,3682410,0,0,gotv.ctitv.com.tw/2019/08/1115220.htm,100.00%,0
2042877296,6460877943,77043580923,enabled,6178099,3089050,7,2,0.00,0.00,3089050,0,0,"Mobile App: Hit & Knock down (Google Play), by mobirix",28.57%,0
2042877296,6460877943,77043580923,enabled,4447081,4447081,2,1,0.00,0.00,4447081,0,0,stars.udn.com/star/story/10090/4008281,50.00%,0
2042877296,6460877943,77043580923,enabled,7262518,3631259,5,2,0.00,0.00,3631259,0,0,"Mobile App: 中国象棋 (Google Play), by JiaLe",40.00%,0
2042877296,6460877943,77043580923,enabled,12109623,3027406,12,4,0.00,0.00,3027406,0,0,"Mobile App: Best Sudoku (Free) (Google Play), by Kieter Labs",33.33%,0
2042877296,6460877943,77043580923,enabled,5173847,2586924,11,2,0.00,0.00,2586924,0,0,"Mobile App: 小说连载阅读 - 最全快看小说电子书 (iTunes App Store), by YI WANG",18.18%,0
2042877296,6460877943,77043580923,enabled,3432865,3432865,3,1,0.00,0.00,3432865,0,0,"Mobile App: 家庭農民曆 (Google Play), by GodSoft",33.33%,0
2042877296,6460877943,77043580923,enabled,9017666,3005889,2,3,0.00,0.00,3005889,0,0,"Mobile App: Mahjong King (Google Play), by mobirix",150.00%,0
2042877296,6460877943,77043580923,enabled,1966682,1966682,2,1,0.00,0.00,1966682,0,0,house.udn.com/house/story/5887/4010057,50.00%,0
2042877296,6460877943,77043580923,enabled,11864829,1977472,15,6,0.00,0.00,1977472,0,0,"Mobile App: Block Puzzle Classic Legend ! (Google Play), by MobiClassicGame",40.00%,0
2042877296,6460877943,77043580923,enabled,3996060,3996060,1,1,0.00,0.00,3996060,0,0,kissinwang.pixnet.net/blog/post/36495743-%5B%E8%BD%89%E9%8C%84%5D%5B%E5%9C%98%E5%BA%B7%5D-%E4%B8%80%E5%A4%A7%E5%A0%86%E5%9C%98%E5%BA%B7%E6%B4%BB%E5%8B%95%EF%BC%81,100.00%,0
2042877296,6460877943,77043580923,enabled,4678371,2339186,6,2,0.00,0.00,2339186,0,0,"Mobile App: Birdpapa™️ - Bubble Crush (Google Play), by Fun Free Fun",33.33%,0
2042877296,6460877943,77043580923,enabled,4000000,4000000,1,1,0.00,0.00,4000000,0,0,udn.com/news/story/7187/4017717,100.00%,0
2042877296,6460877943,77043580923,enabled,8361697,2787232,7,3,0.00,0.00,2787232,0,0,71166febac907819.anonymous.google,42.86%,0
2042877296,6460877943,77043580923,enabled,3393835,3393835,3,1,0.00,0.00,3393835,0,0,"Mobile App: Make Hexa Puzzle (Google Play), by BitMango",33.33%,0
2042877296,6460877943,77043580923,enabled,3997388,3997388,1,1,0.00,0.00,3997388,0,0,money.udn.com/money/story/5621/4020435,100.00%,0
2042877296,6460877943,77043580923,enabled,3994034,3994034,2,1,0.00,0.00,3994034,0,0,udn.com/news/story/7266/4022069,50.00%,0
2042877296,6460877943,77043580923,enabled,1201385,1201385,1,1,0.00,0.00,1201385,0,0,"Mobile App: Shoot Bubble Deluxe (Google Play), by City Games LLC",100.00%,0
2042877296,6460877943,77043580923,enabled,3990714,3990714,5,1,0.00,0.00,3990714,0,0,ezp9.com/p140827.asp,20.00%,0
2042877296,6460877943,77043580923,enabled,2233862,2233862,6,1,0.00,0.00,2233862,0,0,"Mobile App: PopStar 2019 (Google Play), by iSpace Game Studio",16.67%,0
2042877296,6460877943,77043580923,enabled,3649460,3649460,1,1,0.00,0.00,3649460,0,0,www.nownews.com/news/20190831/3603383,100.00%,0
2042877296,6460877943,77043580923,enabled,7761248,2587083,26,3,0.00,0.00,2587083,0,0,"Mobile App: Make7! Hexa Puzzle (Google Play), by BitMango",11.54%,0
2042877296,6460877943,77043580923,enabled,35177201,2705939,273,13,0.00,0.00,2705939,0,0,"Mobile App: Paint By Number - Free Coloring Book & Puzzle Game (Google Play), by Better Life - Color and Draw",4.76%,0
2042877296,6460877943,77043580923,enabled,5752683,2876342,6,2,0.00,0.00,2876342,0,0,"Mobile App: Taiwan Radio,Taiwan Station, Network Radio, Tuner (Google Play), by OFF Tech",33.33%,0
2042877296,6460877943,77043580923,enabled,3888169,3888169,3,1,0.00,0.00,3888169,0,0,horofriend88.com/92069.html,33.33%,0
2042877296,6460877943,77043580923,enabled,2320638,2320638,3,1,0.00,0.00,2320638,0,0,www.msn.com/zh-tw/news/living/%E3%80%8C%E9%9B%99%E9%A2%B1%E3%80%8D%E6%8E%A5%E5%8A%9B%E7%94%9F%E6%88%90-%E5%8C%97%E5%8F%B0%E9%A3%86%E9%AB%98%E6%BA%AB36%E2%84%83/ar-AAGEPcI,33.33%,0
2042877296,6460877943,77043580923,enabled,2497551,2497551,4,1,0.00,0.00,2497551,0,0,www.sharetify.com/2019/05/3_30.html,25.00%,0
2042877296,6460877943,77043580923,enabled,19849432,3969886,96,5,0.00,0.00,3969886,0,0,"Mobile App: BusTracker Taipei (Google Play), by Yahoo奇摩",5.21%,0
2042877296,6460877943,77043580923,enabled,3256339,3256339,2,1,0.00,0.00,3256339,0,0,goodinfo.tw/StockInfo/index.asp,50.00%,0
2042877296,6460877943,77043580923,enabled,7994109,3997055,12,2,0.00,0.00,3997055,0,0,"Mobile App: Garden Blossom Crush (Google Play), by Enjoy Your Games",16.67%,0
2042877296,6460877943,77043580923,enabled,3995935,3995935,1,1,0.00,0.00,3995935,0,0,stars.udn.com/star/story/10088/4024441,100.00%,0
2042877296,6460877943,77043580923,enabled,10456782,2614196,14,4,0.00,0.00,2614196,0,0,"Mobile App: Classic Block Puzzle - Gems Legend (Google Play), by hyair game Ltd.",28.57%,0
2042877296,6460877943,77043580923,enabled,6644272,2214757,21,3,0.00,0.00,2214757,0,0,"Mobile App: Fruits Legend (Google Play), by appgo",14.29%,0
2042877296,6460877943,77043580923,enabled,3274032,3274032,2,1,0.00,0.00,3274032,0,0,udn.com/news/story/6656/4028049,50.00%,0
2042877296,6460877943,77043580923,enabled,2907474,2907474,13,1,0.00,0.00,2907474,0,0,"Mobile App: Candy Sweet Garden (Google Play), by Blast Crush Game",7.69%,0
2042877296,6460877943,77043580923,enabled,3886639,3886639,2,1,0.00,0.00,3886639,0,0,udn.com/news/story/7335/4028771,50.00%,0
2042877296,6460877943,77043580923,enabled,3611767,3611767,2,1,0.00,0.00,3611767,0,0,udn.com/news/story/10930/4007712,50.00%,0
2042877296,6460877943,77043580923,enabled,2584167,2584167,2,1,0.00,0.00,2584167,0,0,2funnews.com/father-and-son-take-same-photo-for-25-years/24,50.00%,0
2042877296,6460877943,77043580923,enabled,16737854,3347571,37,5,0.00,0.00,3347571,0,0,"Mobile App: 今彩539 (Google Play), by Wing Chan",13.51%,0
2042877296,6460877943,77043580923,enabled,6258676,3129338,15,2,0.00,0.00,3129338,0,0,"Mobile App: Puzzle Blast (Google Play), by Loop Games",13.33%,0
2042877296,6460877943,77043580923,enabled,4491362,4491362,9,1,0.00,0.00,4491362,0,0,"Mobile App: Sweet Candy Bomb (Google Play), by Mobileguru",11.11%,0
2042877296,6460877943,77043580923,enabled,4246500,4246500,6,1,0.00,0.00,4246500,0,0,www.sto.cx/book-106055-5.html,16.67%,0
2042877296,6460877943,77043580923,enabled,4997396,4997396,2,1,0.00,0.00,4997396,0,0,udn.com/news/story/7251/4008947,50.00%,0
2042877296,6460877943,77043580923,enabled,3908753,3908753,5,1,0.00,0.00,3908753,0,0,"Mobile App: Block Puzzle 2019 (Google Play), by Block Puzzle Classic",20.00%,0
2042877296,6460877943,77043580923,enabled,3996216,3996216,2,1,0.00,0.00,3996216,0,0,udn.com/news/story/7332/4012791,50.00%,0
2042877296,6460877943,77043580923,enabled,0,0,2,0,1.00,1.00,0,0,0,g.fromgame.com/game/13,0.00%,0
2042877296,6460877943,77043580923,enabled,5312944,5312944,12,1,0.00,0.00,5312944,0,0,"Mobile App: iSafePlay (iTunes App Store), by Fanship",8.33%,0
2042877296,6460877943,77043580923,enabled,3025517,3025517,2,1,0.00,0.00,3025517,0,0,zi.media/@tisshuang/post/xCa4sX,50.00%,0
2042877296,6460877943,77043580923,enabled,3975566,3975566,2,1,0.00,0.00,3975566,0,0,house.udn.com/house/story/5889/4014483,50.00%,0
2042877296,6460877943,77043580923,enabled,2611891,2611891,5,1,0.00,0.00,2611891,0,0,"Mobile App: Sweet Candy Story (Google Play), by Fruit Candy Blast",20.00%,0
2042877296,6460877943,77043580923,enabled,5683121,2841561,18,2,0.00,0.00,2841561,0,0,"Mobile App: Onet Classic Deluxe: Free Onet Fruits Game (Google Play), by HDuo Fun Games",11.11%,0
2042877296,6460877943,77043580923,enabled,3146048,3146048,3,1,0.00,0.00,3146048,0,0,m.wfxs.tw/xs-1090/du-401358/1.html,33.33%,0
2042877296,6460877943,77043580923,enabled,2847109,949036,10,3,0.00,0.00,949036,0,0,"Mobile App: 2048 (Google Play), by Androbaby",30.00%,0
2042877296,6460877943,77043580923,enabled,8790757,2930252,24,3,0.00,0.00,2930252,0,0,"Mobile App: Bubble Shooter (Google Play), by Bubble Shooter",12.50%,0
2042877296,6460877943,77043580923,enabled,3070832,3070832,12,1,0.00,0.00,3070832,0,0,"Mobile App: 台灣觀天氣 (Google Play), by GetONE",8.33%,0
2042877296,6460877943,77043580923,enabled,3541750,3541750,2,1,0.00,0.00,3541750,0,0,udn.com/news/story/7331/4025075,50.00%,0
2042877296,6460877943,77043580923,enabled,2901299,2901299,4,1,0.00,0.00,2901299,0,0,m2.news.ebc.net.tw/News/Article/170190,25.00%,0
2042877296,6460877943,77043580923,enabled,3656673,3656673,2,1,0.00,0.00,3656673,0,0,"Mobile App: 台灣上市上櫃股票 - 免費股市看盤 (Google Play), by Marty Huang",50.00%,0
2042877296,6460877943,77043580923,enabled,1842505,1842505,2,1,0.00,0.00,1842505,0,0,"Mobile App: Bubble Breaker (Google Play), by andream",50.00%,0
2042877296,6460877943,77043580923,enabled,3195718,3195718,2,1,0.00,0.00,3195718,0,0,gotv.ctitv.com.tw/2019/08/1115508.htm,50.00%,0
2042877296,6460877943,77043580923,enabled,3935013,3935013,2,1,0.00,0.00,3935013,0,0,ezvivi.com/m/241190.asp,50.00%,0
2042877296,6460877943,77043580923,enabled,4996849,4996849,2,1,0.00,0.00,4996849,0,0,udn.com/news/story/7328/4009208,50.00%,0
2042877296,6460877943,77043580923,enabled,3655740,3655740,2,1,0.00,0.00,3655740,0,0,nba.udn.com/nba/story/6780/4008101,50.00%,0
2042877296,6460877943,77043580923,enabled,6194404,3097202,13,2,0.00,0.00,3097202,0,0,"Mobile App: Dragondodo - Jewel Blast (Google Play), by DG&G",15.38%,0
2042877296,6460877943,77043580923,enabled,2389798,2389798,12,1,0.00,0.00,2389798,0,0,"Mobile App: Jigsaw Puzzle Collection HD - puzzles for adults (Google Play), by Veraxen Ltd.",8.33%,0
2042877296,6460877943,77043580923,enabled,4987259,4987259,3,1,0.00,0.00,4987259,0,0,udn.com/news/cate/2/7227,33.33%,0
2042877296,6460877943,77043580923,enabled,3955102,3955102,2,1,0.00,0.00,3955102,0,0,udn.com/news/story/8280/4009323,50.00%,0
2042877296,6460877943,77043580923,enabled,4989143,4989143,1,1,0.00,0.00,4989143,0,0,b9d8c01a66fc9289.anonymous.google,100.00%,0
2042877296,6460877943,77043580923,enabled,3673954,3673954,6,1,0.00,0.00,3673954,0,0,www.kunlema.com/m/show.aspx,16.67%,0
2042877296,6460877943,77043580923,enabled,3763125,3763125,2,1,0.00,0.00,3763125,0,0,"Mobile App: 台語歌精選 MV (Google Play), by HenryChuang",50.00%,0
2042877296,6460877943,77043580923,enabled,3995812,3995812,2,1,0.00,0.00,3995812,0,0,udn.com/news/story/12702/4013811,50.00%,0
2042877296,6460877943,77043580923,enabled,2711981,2711981,2,1,0.00,0.00,2711981,0,0,news.tvbs.com.tw/entertainment/1190531,50.00%,0
2042877296,6460877943,77043580923,enabled,2681940,2681940,5,1,0.00,0.00,2681940,0,0,www.mycomic.cc/post05208891066708,20.00%,0
2042877296,6460877943,77043580923,enabled,2865266,2865266,1,1,0.00,0.00,2865266,0,0,www.chinatimes.com/realtimenews/20190826002260-260407,100.00%,0
2042877296,6460877943,77043580923,enabled,6564201,2188067,24,3,0.00,0.00,2188067,0,0,"Mobile App: Bubble Space Extreme (Google Play), by Bubble Shooter Artworks",12.50%,0
2042877296,6460877943,77043580923,enabled,3875873,3875873,2,1,0.00,0.00,3875873,0,0,house.udn.com/house/story/5889/4017534,50.00%,0
2042877296,6460877943,77043580923,enabled,3987545,3987545,6,1,0.00,0.00,3987545,0,0,"Mobile App: Paint Color: Color by Number (Google Play), by SEARONA CORPORATION LIMITED",16.67%,0
2042877296,6460877943,77043580923,enabled,4138155,2069078,32,2,0.00,0.00,2069078,0,0,"Mobile App: Cell Connect (Google Play), by Cheetah Games",6.25%,0
2042877296,6460877943,77043580923,enabled,2223223,2223223,1,1,0.00,0.00,2223223,0,0,"Mobile App: BusTracker Taichung (Google Play), by Yahoo奇摩",100.00%,0
2042877296,6460877943,77043580923,enabled,3146766,3146766,1,1,0.00,0.00,3146766,0,0,"Mobile App: Call Recorder ACR: Record voice clearly, Backup (Google Play), by Cherinbo (Videoshow.com)",100.00%,0
2042877296,6460877943,77043580923,enabled,4000000,4000000,2,1,0.00,0.00,4000000,0,0,655622f6363e8289.anonymous.google,50.00%,0
2042877296,6460877943,77043580923,enabled,2372198,2372198,8,1,0.00,0.00,2372198,0,0,"Mobile App: MLB At Bat (Google Play), by MLB Advanced Media, L.P.",12.50%,0
2042877296,6460877943,77043580923,enabled,3401044,3401044,3,1,0.00,0.00,3401044,0,0,e695ab4212e4d346.anonymous.google,33.33%,0
2042877296,6460877943,77043580923,enabled,3972044,1986022,9,2,0.00,0.00,1986022,0,0,"Mobile App: iWow愛挖寶-免費股市報價看盤APP (Google Play), by SYSTEX  Corporation",22.22%,0
2042877296,6460877943,77043580923,enabled,7888238,3944119,3,2,0.00,0.00,3944119,0,0,"Mobile App: Solitaire Card Games Free (Google Play), by Card Games, Inc",66.67%,0
2042877296,6460877943,77043580923,enabled,2967962,2967962,2,1,0.00,0.00,2967962,0,0,"Mobile App: 三立新聞網 (Google Play), by Sanlih E-Television Co., Ltd.",50.00%,0
2042877296,6460877943,77043580923,enabled,2231010,2231010,2,1,0.00,0.00,2231010,0,0,www.playsport.cc/predictgame.php,50.00%,0
2042877296,6460877943,77043580923,enabled,35811964,2754766,81,13,0.00,0.00,2754766,0,0,"Mobile App: Brick Classic - Brick Game (Google Play), by guaiqin",16.05%,0
2042877296,6460877943,77043580923,enabled,4870676,4870676,7,1,0.00,0.00,4870676,0,0,"Mobile App: 富豪斗地主单机版-高智能懂你的斗地主 (Google Play), by fun game designer",14.29%,0
2042877296,6460877943,77043580923,enabled,3267582,3267582,5,1,0.00,0.00,3267582,0,0,"Mobile App: Block Puzzle Jewel 2019 (Google Play), by Block puzzle - Puzzle game classic",20.00%,0
2042877296,6460877943,77043580923,enabled,72082374,2669718,1370,27,1.00,1.00,2669718,72082374,72082374,"Mobile App: 六合彩即時開彩(Live!) (Google Play), by We love Android Team",1.97%,0
2042877296,6460877943,77043580923,enabled,32721835,2726820,128,12,0.00,0.00,2726820,0,0,"Mobile App: Bubble Shooter (Google Play), by Happy Dragon Inc.",9.38%,0
2042877296,6460877943,77043580923,enabled,23968477,2996060,100,8,0.00,0.00,2996060,0,0,"Mobile App: Sweet Fruit Candy (Google Play), by Juice Candy",8.00%,0
2042877296,6460877943,77043580923,enabled,6556630,1639158,14,4,0.00,0.00,1639158,0,0,"Mobile App: candy block game 2019 (Google Play), by Fantastic.Games",28.57%,0
2042877296,6460877943,77043580923,enabled,38455248,2746803,57,14,0.00,0.00,2746803,0,0,"Mobile App: Block Puzzle Galaxy (Google Play), by bluedream game Ltd.",24.56%,0
2042877296,6460877943,77043580923,enabled,4793911,2396956,3,2,0.00,0.00,2396956,0,0,"Mobile App: Block Puzzle Jewel-The Best Game in 2019 (Google Play), by InYourDream",66.67%,0
2042877296,6460877943,77043580923,enabled,144158751,2252480,484,64,0.00,0.00,2252480,0,0,"Mobile App: Woody ™ Block Puzzle (Google Play), by Free Block Puzzle Games Inc",13.22%,0
2042877296,6460877943,77043580923,enabled,18791528,3758306,84,5,5.00,5.00,3758306,3758306,3758306,tw.yahoo.com,5.95%,0
2042877296,6460877943,77043580923,enabled,4978212,4978212,6,1,0.00,0.00,4978212,0,0,"Mobile App: Richman 4 fun (Google Play), by SOFTSTAR ENTERTAINMENT INC.",16.67%,0
2042877296,6460877943,77043580923,enabled,149781011,2582431,808,58,0.00,0.00,2582431,0,0,"Mobile App: Block puzzle - Classic free puzzle (Google Play), by solo puzzle game free",7.18%,0
2042877296,6460877943,77043580923,enabled,2291582,2291582,4,1,0.00,0.00,2291582,0,0,"Mobile App: Offline Bubbles (Google Play), by Free Bubble Shooter Games",25.00%,0
2042877296,6460877943,77043580923,enabled,9346972,4673486,13,2,0.00,0.00,4673486,0,0,"Mobile App: Mahjong (Google Play), by Noodle Games",15.38%,0
2042877296,6460877943,77043580923,enabled,3241089,3241089,2,1,0.00,0.00,3241089,0,0,"Mobile App: Brick Game - Brick Classic Free (Google Play), by Block Puzzle Studio",50.00%,0
2042877296,6460877943,77043580923,enabled,3837990,3837990,6,1,0.00,0.00,3837990,0,0,tw.stock.yahoo.com/q/bc,16.67%,0
2042877296,6460877943,77043580923,enabled,2706531,2706531,1,1,0.00,0.00,2706531,0,0,www.cnyes.com/money,100.00%,0
